Device,Predicted_Instability_Prob,Risk_Tier,Top_Driver,Anomaly,Voc_V_Reverse,Jsc_mAcm2_Reverse,FF_Reverse,Rs_ohm_cm2_Reverse,Rsh_ohm_cm2_Reverse,Delta_PCE,Hysteresis_Index,Regime,PCA1,PCA2,Risk_Base,Risk_Rs_plus20,DeltaRisk_Rs_plus20,Risk_DeltaPCE_plus20,DeltaRisk_DeltaPCE_plus20,Risk_Hyst_plus20,DeltaRisk_Hyst_plus20,Risk_Jsc_minus10,DeltaRisk_Jsc_minus10,Risk_Voc_minus10mV,DeltaRisk_Voc_minus10mV
device082,0.9999998427591572,High,Rs_ohm_cm2_Reverse,1,1.17019999,3.2009127676816366e-06,0.6457776192965149,804140650.1792504,38131670.01495893,1.7751980332110005e-06,0.7338881742667289,1,4.859996902977467,0.6779257061589762,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
device100,0.9999998427591572,High,Rs_ohm_cm2_Reverse,0,1.17019999,4.454362440247062e-06,0.9113362945328156,6654186.659925156,1044160.5846588836,4.269998173967001e-06,0.8988834429680126,0,0.8277383519898192,0.018581722865573566,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
device090,0.9999998427591572,High,Rsh_ohm_cm2_Reverse,0,0.2397534307805486,13.107388856686756,0.2657974032542686,16.871553772454266,19.26419629568835,0.160933067772995,0.192669753626908,2,-0.38085902685337447,-1.542718116859239,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
device098,0.9999998427591572,High,Rsh_ohm_cm2_Reverse,0,0.7671931919011521,13.176664944138135,0.4029702192134548,22.85599017637943,639.6389500584513,0.9968198151337068,0.2446997174023199,0,-0.7427291033390048,-0.28934604029690036,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
device091,0.9999998427591572,High,Rs_ohm_cm2_Reverse,0,0.7532151104421217,6.076771816636639e-06,0.7396604594204906,138278717.49869096,22457835.543602005,3.012898133307e-06,0.8899386993168948,1,2.0661203817660216,-0.6225344943915416,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
device059,0.5590904444754665,Medium,Rs_ohm_cm2_Reverse,0,0.05628493861255,2.280004860332524,0.215841694139017,24.62194666294125,24.128726232635533,0.0011560003207999,0.0417344451410453,2,0.3182471387024231,-2.4521192887588406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device096,0.5456332074934634,Medium,Rs_ohm_cm2_Reverse,0,0.0190061401203395,0.2794861517461386,0.2471474012374696,67.2745365799735,67.09127343053136,1.2631161500000147e-05,0.0096212836648361,2,0.43183796553271814,-2.594944811764725,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
device032,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.140124480341323,20.748977786,0.7640316265729453,4.718392394606056,5739.362895432471,0.0114685509075265,0.0006345242638325,0,-0.5094655887582997,0.8113063085961235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device031,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1364046668284584,20.771272733,0.7610298450445457,4.584057654169086,7500.121806885841,-0.0097943835591607,-0.0005452294453524,0,-0.49924721627724195,0.799267904967434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device036,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.15005456094055,20.800772325,0.7645076017248918,5.409734792379674,8176.098965472571,0.0049242910922799,0.0002692551411759,0,-0.506179641537375,0.831612112968653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device035,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1484609106099486,20.783761039,0.7630519996900292,5.257573167830355,8324.405146107865,-0.0071759119739347,-0.0003939876507048,0,-0.4984745620883763,0.8245438857815358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device034,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1486563490268784,20.799292077,0.7600227247687116,5.308607389998143,8784.509397695654,-0.0400101989348478,-0.0022034614750733,0,-0.4801347306160266,0.8173782072361943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device039,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.150210979007214,20.774708656,0.7703200773775819,5.3687359657016245,7596.261697924588,0.0675227351629388,0.003668312773369,0,-0.5412142830766613,0.8464673644416056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device011,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0999975172393923,21.11473406803446,0.7352507736454956,6.885308923387663,6698.655564995142,-0.6615991741943006,-0.0387420095062448,0,-0.14586806788857437,0.6042586503712872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device013,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1707774697267277,20.227763617939,0.7548546294683625,8.303981877390381,7433.079282841333,0.6454956127590741,0.036108358509627,0,-0.8447209350984565,0.9612433716546558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device027,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1511596034347689,20.798533964,0.7639764788597738,5.5048706937415774,9156.2971921348,-0.0266370589373146,-0.0014562569772745,0,-0.4871541967860008,0.827216469894199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device028,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1495415408579006,20.792203077,0.7613152137782551,5.354425425911984,8397.163005308483,-0.0348088232845604,-0.0019129325423781,0,-0.4825128575543975,0.8205614982786639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device016,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.157693413558882,20.13643189151162,0.7608299404767158,7.084655102032218,6795.352768451207,0.629062463896485,0.0354674607563043,0,-0.832455440460404,0.9329011468940883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device017,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1697014180218903,20.2076585207307,0.7553598908299961,8.16860598091648,7030.632538457586,0.6509802313384156,0.0364605209218896,0,-0.8469982640949069,0.9596505253423604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device019,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0762323398957252,19.53879465014191,0.6509301644656779,7.730014199514711,1354.1205423812455,0.3001214013716957,0.0219259672737948,0,-0.6279708138565613,0.6166515955150856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device014,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.160892349063052,20.14370030982596,0.7594149820787973,7.21532608298211,5911.703672569327,0.6358844376134947,0.0358069916522991,0,-0.8362442186542733,0.939696622430201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device006,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1742874050680283,20.28441683443012,0.7560054535735394,5.45952073019795,5343.602269890333,0.5938648321069167,0.0329781090661959,0,-0.8168818034180915,0.9613338706578141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device001,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1130551394149402,20.178596289077195,0.6401612832652267,8.30434426885373,4474.454511753776,-0.1138097829903905,-0.0079155766694973,0,-0.41393412419104486,0.6296597009051264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device003,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1524229709770295,20.797108968,0.767191963107263,5.584745057738499,8414.256138810866,0.0233780462086095,0.0012714207481664,0,-0.5161194037233905,0.8412149519017853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device004,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1625961861214822,20.171703604437727,0.7594758864891623,7.581880944302407,7279.252937442221,0.61958404878078,0.0347868229416782,0,-0.8278439340153689,0.9411429424685214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device007,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1326336524037308,20.64609588954949,0.5757160704966847,10.501844974820678,3633.6862841912016,0.0945423078726985,0.0070224789492531,0,-0.5633067063318691,0.6867056744607108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device005,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1699179050646935,20.25953589118731,0.7557075055016798,8.205573160392897,8596.770368299742,0.5786315014990961,0.0323045323204977,0,-0.8073368281482735,0.9488052572182529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device009,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1524229709770295,20.797108968,0.767191963107263,5.584745057738499,8414.256138810866,0.0233780462086095,0.0012714207481664,0,-0.5161194037233905,0.8412149519017853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device038,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1513613543608636,20.785832358,0.7690350866266474,5.473310251588112,7583.171176518776,0.0443716607893733,0.0024109070180001,0,-0.5280207987603333,0.8438916399641999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device054,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0840293562174634,18.98159107725043,0.6548825628379419,8.532011905434993,2071.0560271658887,-0.256252456243935,-0.019016516018339,0,-0.2643404831512049,0.50162551080942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device089,1.4510658479195484e-07,Low,Rs_ohm_cm2_Reverse,0,1.17019999,6.426511779151481,0.0016614993936776,6.725252670075576,1.7150836450006133,0.0003543527344999,0.0283596066871162,0,0.32960835138555183,-0.28510959756443294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device102,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,0.8433884892243547,18.351961354289035,0.4612712146244138,13.283674902094877,157.08541762279532,0.3478271156561359,0.0487188385778411,0,-0.6505332190566304,0.006707767326200826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device067,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0268887718401138,24.12015557826932,0.7499228265697,5.3387462113023725,4393.108174519924,0.5879739741550374,0.0316546867370829,0,-1.0805990452404228,0.8529916744023539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device063,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.027525696517149,24.16958885933097,0.7466956413682544,5.5324204549040354,4934.078453883522,0.5519381041557914,0.029763555281589,0,-1.0623122181305635,0.8474829425079323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device065,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0272678412573666,24.144791518073056,0.7485203175140187,5.437445536635858,4897.1679212463805,0.5796577938608536,0.0312220154287006,0,-1.0771341255458016,0.8523482288157076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device061,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.027971142815484,24.20892931936009,0.7450147644591555,5.571393295716843,4896.929292442807,0.5526589757386908,0.029808206244574,0,-1.0650812175002373,0.8491920482682498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
