1.25,-13.4370188
1.219799995,-11.73124651
1.189599991,-10.1650878
1.159399986,-8.714399979
1.129150033,-7.362830942
1.098950028,-5.972066177
1.068750024,-4.785387686
1.038550019,-3.636126249
1.008350015,-2.507445492
0.97815001,-1.626014946
0.947899997,-0.502879457
0.917699993,0.467457108
0.887499988,1.36526165
0.857299984,2.031027031
0.827099979,2.937391465
0.796899974,3.716404314
0.766650021,4.43779158
0.736450016,5.102151399
0.706250012,5.744699087
0.676050007,6.345262089
0.645850003,6.956195178
0.615649998,7.543029268
0.585399985,8.116133802
0.555199981,8.674723684
0.524999976,9.247057256
0.494800001,9.802477198
0.464599997,10.38864633
0.434399992,11.00370471
0.404150009,11.63374546
0.373950005,12.28645765
0.34375,12.95086662
0.313549995,13.58786145
0.283349991,14.19927703
0.253149986,14.78812397
0.222900003,15.32455575
0.192699999,15.81571405
0.162499994,16.27112539
0.132300004,16.67788258
0.1021,17.03659597
0.071900003,17.36364207
0.041650001,17.66301191
0.01145,17.93289115
-0.018750001,18.19597307
-0.048950002,18.44287507
-0.079149999,18.66815799
-0.109399997,18.88492692
-0.139599994,19.09193417
-0.169799998,19.2914631
-0.200000003,19.48506332
-0.200000003,20.21454408
-0.169799998,20.20256975
-0.139599994,20.1937795
-0.109399997,20.18638211
-0.079149999,20.17753789
-0.048950002,20.17024715
-0.018750001,20.16175115
0.01145,20.15474695
0.041650001,20.14507138
0.071900003,20.13536111
0.1021,20.12443528
0.132300004,20.11368935
0.162499994,20.10229453
0.192699999,20.08854056
0.222900003,20.07521062
0.253149986,20.05787039
0.283349991,20.03654686
0.313549995,20.01021849
0.34375,19.97642849
0.373950005,19.93254917
0.404150009,19.8772596
0.434399992,19.80868763
0.464599997,19.7245024
0.494800001,19.61674755
0.524999976,19.48486158
0.555199981,19.31968418
0.585399985,-0.000000574
0.615649998,-0.00000479
0.645850003,-0.000002257
0.676050007,-0.000002867
0.706250012,0.000003754
0.736450016,-0.000001986
0.766650021,0.000002555
0.796899974,-0.000001927
0.827099979,-0.000000822
0.857299984,-0.000002898
0.887499988,-0.000002034
0.917699993,-0.000004628
0.947899997,13.12380633
0.97815001,10.9445976
1.008350015,9.448482104
1.038550019,7.53068873
1.068750024,4.731350931
1.098950028,1.34580537
1.129150033,-5.056553471
1.159399986,-13.76877805
1.189599991,-24.92623451
1.219799995,-39.43669766
1.25,-56.77367086
