Voc_V,Jsc_mAcm-2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Vmp_V,Jmp_mAcm-2,Pmax_mWcm-2,Device_ID
1.107751193086849,21.972701696800616,0.7880153416906271,19.18051919888375,3.8573243530155628,294.3606964126914,0.947899997,20.23474972,19.18051919888375,device 4
