Voc_V,Jsc_mAcm-2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Vmp_V,Jmp_mAcm-2,Pmax_mWcm-2,Device_ID
0.6186494323199105,18.032635781928985,1.115112039911493,12.440055980835583,3969390.3455669186,-4.429860591920936,0.947899997,13.12380633,12.440055980835583,device1
