Voc_V,Jsc_mAcm-2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Vmp_V,Jmp_mAcm-2,Pmax_mWcm-2,Device_ID
1.1076078737609996,19.880957373222795,0.5522656849621509,12.161058782197994,6.99737164472591,684.4721855982591,0.766650021,15.86259499,12.161058782197994,device2
