Voc_V,Jsc_mAcm-2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2
1.157640255731247,20.48059935,0.6711079752463385,15.911410569609796,-8.413513253986707,-6506.525579857468
