1.299999952,-96.43265496
1.279999971,-75.85285203
1.25999999,-57.83164199
1.24000001,-42.12778045
1.220000029,-28.80708189
1.200000048,-18.81289718
1.179999948,-9.204138422
1.159999967,-2.215580009
1.139999986,3.077764122
1.120000005,7.044163272
1.100000024,10.03181859
1.080000043,12.31053223
1.059999943,14.10364171
1.039999962,15.54821323
1.019999981,16.72791804
1,17.67581117
0.980000019,18.39329319
0.959999979,18.9172765
0.939999998,19.29578563
0.920000017,19.57247889
0.899999976,19.7762661
0.879999995,19.93576665
0.860000014,20.05582734
0.839999974,20.15372158
0.819999993,20.22669574
0.800000012,20.29177139
0.779999971,20.34462985
0.75999999,20.38914394
0.74000001,20.42479195
0.720000029,20.45661214
0.699999988,20.47858328
0.680000007,20.49927335
0.660000026,20.5143084
0.639999986,20.5284607
0.620000005,20.54095029
0.600000024,20.55316876
0.579999983,20.56544762
0.560000002,20.578748
0.540000021,20.58856107
0.519999981,20.59602784
0.5,20.60570599
0.479999989,20.61669349
0.460000008,20.62531413
0.439999998,20.63449758
0.419999987,20.64380824
0.400000006,20.65089981
0.379999995,20.65728594
0.360000014,20.66456383
0.340000004,20.67113885
0.319999993,20.67703415
0.300000012,20.6868485
0.280000001,20.69138561
0.25999999,20.69743381
0.239999995,20.69512606
0.219999999,20.70478108
0.200000003,20.71580327
0.180000007,20.71118135
0.159999996,20.72508309
0.140000001,20.71757777
0.119999997,20.72072073
0.100000001,20.72411682
0.079999998,20.73985602
0.059999999,20.73098609
0.039999999,20.73205645
0.02,20.73573522
0,20.73757782
-0.02,20.74151744
-0.039999999,20.74424408
-0.059999999,20.74601986
-0.079999998,20.74961255
-0.100000001,20.75067262
-0.119999997,20.75306646
-0.140000001,20.75679791
-0.159999996,20.75883197
-0.180000007,20.76020428
-0.200000003,20.76337936
