voltage,current,HTL
1.860000014,-644.2079244,PEDOT
1.840000033,-629.044515,PEDOT
1.820000052,-613.8236562,PEDOT
1.799999952,-598.5925759,PEDOT
1.779999971,-583.3394518,PEDOT
1.75999999,-568.0886675,PEDOT
1.74000001,-552.818056,PEDOT
1.720000029,-537.8285346,PEDOT
1.700000048,-522.5800286,PEDOT
1.679999948,-507.381152,PEDOT
1.659999967,-492.1934206,PEDOT
1.639999986,-477.0154795,PEDOT
1.620000005,-461.8711585,PEDOT
1.600000024,-446.7621815,PEDOT
1.580000043,-431.6897801,PEDOT
1.559999943,-416.6514297,PEDOT
1.539999962,-401.6600611,PEDOT
1.519999981,-386.704406,PEDOT
1.5,-372.0665397,PEDOT
1.480000019,-357.2279695,PEDOT
1.460000038,-342.4412455,PEDOT
1.440000057,-327.7216692,PEDOT
1.419999957,-313.069733,PEDOT
1.399999976,-298.4876537,PEDOT
1.379999995,-283.9802341,PEDOT
1.360000014,-269.5574187,PEDOT
1.340000033,-255.1900669,PEDOT
1.320000052,-240.924822,PEDOT
1.299999952,-226.7524169,PEDOT
1.279999971,-212.9358386,PEDOT
1.25999999,-199.0013902,PEDOT
1.24000001,-185.2220186,PEDOT
1.220000029,-171.5768806,PEDOT
1.200000048,-157.5247777,PEDOT
1.179999948,-144.1167036,PEDOT
1.159999967,-131.1501226,PEDOT
1.139999986,-118.4249158,PEDOT
1.120000005,-105.9328167,PEDOT
1.100000024,-93.73953366,PEDOT
1.080000043,-82.0821382,PEDOT
1.059999943,-70.62443063,PEDOT
1.039999962,-59.65828819,PEDOT
1.019999981,-49.2585592,PEDOT
1.0,-39.54327534,PEDOT
0.980000019,-30.65735925,PEDOT
0.959999979,-22.73693604,PEDOT
0.939999998,-15.04923475,PEDOT
0.920000017,-9.838590776,PEDOT
0.899999976,-5.999754648,PEDOT
0.879999995,-3.371765589,PEDOT
0.860000014,-1.78508765,PEDOT
0.839999974,-0.801727788,PEDOT
0.819999993,-0.419246119,PEDOT
0.800000012,-0.216434905,PEDOT
0.779999971,-0.110680424,PEDOT
0.75999999,-0.064079847,PEDOT
0.74000001,-0.039386863,PEDOT
0.720000029,-0.026170984,PEDOT
0.699999988,-0.018677287,PEDOT
0.680000007,-0.014466291,PEDOT
0.660000026,-0.010904187,PEDOT
0.639999986,-0.008627133,PEDOT
0.620000005,-0.006849746,PEDOT
0.600000024,-0.005396328,PEDOT
0.579999983,-0.004109673,PEDOT
0.560000002,-0.002987825,PEDOT
0.540000021,-0.001918878,PEDOT
0.519999981,-0.000881656,PEDOT
0.5,1.92e-05,PEDOT
0.479999989,0.000891964,PEDOT
0.460000008,0.001798541,PEDOT
0.439999998,0.002556086,PEDOT
0.419999987,0.003358421,PEDOT
0.400000006,0.004078059,PEDOT
0.379999995,0.00483794,PEDOT
0.360000014,0.005532266,PEDOT
0.340000004,0.006200114,PEDOT
0.319999993,0.006831727,PEDOT
0.300000012,0.007483817,PEDOT
0.280000001,0.008088179,PEDOT
0.25999999,0.008641468,PEDOT
0.239999995,0.009228601,PEDOT
0.219999999,0.00977409,PEDOT
0.200000003,0.010319266,PEDOT
0.180000007,0.01100234,PEDOT
0.159999996,0.011541071,PEDOT
0.140000001,0.012127718,PEDOT
0.119999997,0.012650659,PEDOT
0.100000001,0.013263321,PEDOT
0.079999998,0.013752597,PEDOT
0.059999999,0.014253767,PEDOT
0.039999999,0.014657439,PEDOT
0.02,0.015229945,PEDOT
0.0,0.015890067,PEDOT
-0.02,0.016336417,PEDOT
-0.039999999,0.016853051,PEDOT
-0.059999999,0.017383823,PEDOT
-0.079999998,0.01779637,PEDOT
-0.100000001,0.018290286,PEDOT
-0.119999997,0.018732541,PEDOT
-0.140000001,0.019196726,PEDOT
-0.159999996,0.019651526,PEDOT
-0.180000007,0.020130692,PEDOT
-0.200000003,0.02059064,PEDOT
-0.219999999,0.021068178,PEDOT
-0.239999995,0.021520032,PEDOT
-0.25999999,0.021931058,PEDOT
-0.280000001,0.022363866,PEDOT
-0.300000012,0.022827333,PEDOT
-0.319999993,0.023208598,PEDOT
-0.340000004,0.023672486,PEDOT
-0.360000014,0.02409368,PEDOT
-0.379999995,0.02508955,PEDOT
-0.400000006,0.026394763,PEDOT
-0.419999987,0.02665682,PEDOT
-0.439999998,0.028295455,PEDOT
-0.460000008,0.032130753,PEDOT
-0.479999989,0.035351563,PEDOT
-0.5,0.0384609,PEDOT
-0.519999981,0.04141312,PEDOT
-0.540000021,0.044212127,PEDOT
-0.560000002,0.048487932,PEDOT
-0.579999983,0.050984293,PEDOT
-0.600000024,0.053819372,PEDOT
-0.620000005,0.057480155,PEDOT
-0.639999986,0.060436254,PEDOT
-0.660000026,0.062372455,PEDOT
-0.680000007,0.067438731,PEDOT
-0.699999988,0.07180611,PEDOT
-0.720000029,0.072131115,PEDOT
-0.74000001,0.075316098,PEDOT
-0.75999999,0.078634822,PEDOT
-0.779999971,0.080752306,PEDOT
-0.800000012,0.086664164,PEDOT
-0.819999993,0.090385839,PEDOT
-0.839999974,0.090648225,PEDOT
-0.860000014,0.094067316,PEDOT
-0.879999995,0.096626123,PEDOT
-0.899999976,0.093654923,PEDOT
-0.920000017,0.100571172,PEDOT
-0.939999998,0.105135588,PEDOT
-0.959999979,0.104992542,PEDOT
-0.980000019,0.109524509,PEDOT
-1.0,0.114566777,PEDOT
-1.019999981,0.118080141,PEDOT
-1.039999962,0.119221767,PEDOT
-1.059999943,0.119630957,PEDOT
-1.080000043,0.121656259,PEDOT
-1.100000024,0.127467411,PEDOT
-1.120000005,0.130737729,PEDOT
-1.139999986,0.134842616,PEDOT
-1.159999967,0.140430507,PEDOT
-1.179999948,0.143483913,PEDOT
-1.200000048,0.144462425,PEDOT
-1.220000029,0.154346543,PEDOT
-1.24000001,0.153680913,PEDOT
-1.25999999,0.155937902,PEDOT
-1.279999971,0.161907856,PEDOT
-1.299999952,0.166348671,PEDOT
-1.320000052,0.170193293,PEDOT
-1.340000033,0.170231957,PEDOT
-1.360000014,0.169869136,PEDOT
-1.379999995,0.171934216,PEDOT
-1.399999976,0.17506181,PEDOT
-1.419999957,0.176401098,PEDOT
-1.440000057,0.180250906,PEDOT
-1.460000038,0.189199116,PEDOT
-1.480000019,0.192907404,PEDOT
-1.5,0.197343799,PEDOT
-1.519999981,0.205075617,PEDOT
-1.539999962,0.205069122,PEDOT
-1.559999943,0.212555827,PEDOT
-1.580000043,0.226413565,PEDOT
-1.600000024,0.228701748,PEDOT
-1.620000005,0.241511342,PEDOT
-1.639999986,0.248013794,PEDOT
-1.659999967,0.247573327,PEDOT
-1.679999948,0.260165605,PEDOT
-1.700000048,0.275134594,PEDOT
-1.720000029,0.278731744,PEDOT
-1.74000001,0.291710158,PEDOT
-1.75999999,0.287959823,PEDOT
-1.779999971,0.300158567,PEDOT
-1.799999952,0.313168972,PEDOT
-1.820000052,0.325415611,PEDOT
-1.840000033,0.333677431,PEDOT
-1.860000014,0.353081538,PEDOT
-1.879999995,0.378077428,PEDOT
-1.899999976,0.384991603,PEDOT
-1.919999957,0.416774849,PEDOT
-1.940000057,0.4526768,PEDOT
-1.960000038,0.50981739,PEDOT
-1.980000019,0.530099513,PEDOT
-2.0,0.573129226,PEDOT
-2.019999981,0.637122476,PEDOT
-2.039999962,0.691678688,PEDOT
-2.059999943,0.729832487,PEDOT
-2.079999924,0.801109993,PEDOT
-2.099999905,0.850164078,PEDOT
-2.119999886,0.999086635,PEDOT
-2.140000105,1.077114725,PEDOT
-2.160000086,1.239568098,PEDOT
-2.180000067,1.319362864,PEDOT
-2.200000048,1.448438833,PEDOT
-2.220000029,1.812587162,PEDOT
-2.24000001,1.963129131,PEDOT
-2.25999999,2.167618657,PEDOT
-2.279999971,2.323061253,PEDOT
-2.299999952,2.566920805,PEDOT
-2.319999933,2.79069222,PEDOT
-2.339999914,3.151386815,PEDOT
-2.359999895,3.458703541,PEDOT
-2.380000114,3.750271728,PEDOT
-2.400000095,4.184692579,PEDOT
-2.420000076,4.484311943,PEDOT
-2.440000057,4.986341473,PEDOT
-2.460000038,5.67447244,PEDOT
-2.480000019,6.323157856,PEDOT
-2.5,6.846155614,PEDOT
-2.519999981,7.534968717,PEDOT
-2.539999962,8.500378371,PEDOT
-2.559999943,9.270950628,PEDOT
-2.579999924,10.29894506,PEDOT
-2.599999905,11.41664953,PEDOT
-2.619999886,13.13468568,PEDOT
-2.640000105,14.50899069,PEDOT
-2.660000086,16.03820215,PEDOT
-2.680000067,18.20811448,PEDOT
-2.700000048,19.95157728,PEDOT
-2.720000029,22.0340184,PEDOT
-2.74000001,25.10485062,PEDOT
-2.75999999,27.62774383,PEDOT
-2.779999971,30.20225231,PEDOT
-2.799999952,33.55844254,PEDOT
-2.819999933,36.16673841,PEDOT
-2.839999914,40.74262255,PEDOT
-2.859999895,43.92780348,PEDOT
-2.880000114,48.44141216,PEDOT
-2.900000095,52.86470564,PEDOT
-2.920000076,57.13549697,PEDOT
-2.940000057,62.01136318,PEDOT
-2.960000038,66.79247695,PEDOT
-2.980000019,72.69468374,PEDOT
-3.0,77.1225915,PEDOT
-3.019999981,83.20973894,PEDOT
-3.039999962,88.68894825,PEDOT
-3.059999943,95.51017799,PEDOT
-3.079999924,103.4016128,PEDOT
-3.099999905,108.9840835,PEDOT
-3.119999886,117.4944168,PEDOT
-3.140000105,125.3524087,PEDOT
-3.160000086,133.935008,PEDOT
-3.180000067,142.1756581,PEDOT
-3.200000048,151.1463726,PEDOT
-3.220000029,161.1492081,PEDOT
-3.24000001,179.7162243,PEDOT
-3.25999999,186.4573218,PEDOT
-3.279999971,197.7591598,PEDOT
-3.299999952,209.9240491,PEDOT
-3.319999933,220.3641444,PEDOT
-3.339999914,233.061196,PEDOT
-3.359999895,244.2919303,PEDOT
-3.380000114,257.2739512,PEDOT
-3.400000095,271.8259049,PEDOT
-3.420000076,286.0544819,PEDOT
-3.440000057,300.9643867,PEDOT
-3.460000038,316.0682222,PEDOT
-3.480000019,331.7338992,PEDOT
-3.5,349.3241658,PEDOT
-3.519999981,366.5785405,PEDOT
-3.539999962,383.9898085,PEDOT
-3.559999943,403.4459221,PEDOT
-3.579999924,422.7276245,PEDOT
-3.599999905,441.9745369,PEDOT
-3.619999886,462.0127811,PEDOT
-3.640000105,482.9212038,PEDOT
-3.660000086,503.7396961,PEDOT
-3.680000067,525.3461028,PEDOT
-3.700000048,546.9106076,PEDOT
-3.720000029,568.6703053,PEDOT
-3.74000001,591.0671201,PEDOT
-3.75999999,613.1623402,PEDOT
-3.779999971,635.7094596,PEDOT
-3.799999952,658.027643,PEDOT
-3.819999933,678.5152619,PEDOT
-3.839999914,700.2208967,PEDOT
-3.859999895,721.3693389,PEDOT
-3.880000114,742.442598,PEDOT
-3.900000095,763.3045931,PEDOT
-3.920000076,783.9172709,PEDOT
-3.940000057,804.6214492,PEDOT
-3.960000038,823.4863193,PEDOT
-3.980000019,843.100065,PEDOT
-4.0,862.2108658,PEDOT
-4.019999981,880.3121438,PEDOT
-4.039999962,898.6898321,PEDOT
-4.059999943,915.847534,PEDOT
-4.079999924,933.5599039,PEDOT
-4.099999905,949.3183745,PEDOT
-4.119999886,966.4970119,PEDOT
-4.139999866,982.9427831,PEDOT
-4.159999847,998.0983724,PEDOT
-4.179999828,1012.165315,PEDOT
-4.199999809,1026.727505,PEDOT
-4.21999979,1039.989108,PEDOT
-4.239999771,1052.336752,PEDOT
-4.260000229,1065.849396,PEDOT
-4.28000021,1076.569242,PEDOT
-4.300000191,1088.110992,PEDOT
-4.320000172,1098.081223,PEDOT
-4.340000153,1107.475112,PEDOT
-4.360000134,1116.8791,PEDOT
-4.380000114,1125.766349,PEDOT
-4.400000095,1132.760905,PEDOT
-4.420000076,1139.717654,PEDOT
-4.440000057,1146.167886,PEDOT
-4.460000038,1150.966676,PEDOT
-4.480000019,1155.82507,PEDOT
-4.5,1159.735455,PEDOT
-4.519999981,1162.450791,PEDOT
-4.539999962,1164.930788,PEDOT
-4.559999943,1167.343914,PEDOT
-4.579999924,1169.176264,PEDOT
-4.599999905,1168.962476,PEDOT
-4.619999886,1169.587955,PEDOT
-4.639999866,1168.89228,PEDOT
-4.659999847,1169.154713,PEDOT
-4.679999828,1167.772723,PEDOT
-4.699999809,1166.077562,PEDOT
-4.71999979,1164.202232,PEDOT
-4.739999771,1161.482093,PEDOT
-4.760000229,1159.28608,PEDOT
-4.78000021,1155.519165,PEDOT
-4.800000191,1151.681193,PEDOT
-4.820000172,1148.222769,PEDOT
-4.840000153,1144.503636,PEDOT
-4.860000134,1141.122304,PEDOT
-4.880000114,1137.316966,PEDOT
-4.900000095,1133.673324,PEDOT
-4.920000076,1130.61169,PEDOT
-4.940000057,1128.14721,PEDOT
-4.960000038,1126.548722,PEDOT
-4.980000019,1123.637823,PEDOT
-5.0,1122.427873,PEDOT
2.0,-283.1923163,polyTPD
1.980000019,-275.2548949,polyTPD
1.960000038,-266.900414,polyTPD
1.940000057,-258.2492807,polyTPD
1.919999957,-249.5415167,polyTPD
1.899999976,-240.495897,polyTPD
1.879999995,-231.3338478,polyTPD
1.860000014,-222.0954014,polyTPD
1.840000033,-212.8188511,polyTPD
1.820000052,-203.5299037,polyTPD
1.799999952,-194.2688843,polyTPD
1.779999971,-185.051203,polyTPD
1.75999999,-176.075782,polyTPD
1.74000001,-167.1154613,polyTPD
1.720000029,-158.380527,polyTPD
1.700000048,-149.5953499,polyTPD
1.679999948,-140.9776457,polyTPD
1.659999967,-132.5047897,polyTPD
1.639999986,-124.2152473,polyTPD
1.620000005,-116.1303606,polyTPD
1.600000024,-108.2666331,polyTPD
1.580000043,-100.63765,polyTPD
1.559999943,-93.25294164,polyTPD
1.539999962,-86.14152929,polyTPD
1.519999981,-79.29824747,polyTPD
1.5,-72.86079879,polyTPD
1.480000019,-66.60804983,polyTPD
1.460000038,-60.65740292,polyTPD
1.440000057,-55.02336011,polyTPD
1.419999957,-49.70893027,polyTPD
1.399999976,-44.71319223,polyTPD
1.379999995,-40.03980055,polyTPD
1.360000014,-35.68934282,polyTPD
1.340000033,-31.65191639,polyTPD
1.320000052,-27.93055169,polyTPD
1.299999952,-24.51469825,polyTPD
1.279999971,-21.45322564,polyTPD
1.25999999,-18.62238447,polyTPD
1.24000001,-16.1873221,polyTPD
1.220000029,-13.80639591,polyTPD
1.200000048,-11.7384849,polyTPD
1.179999948,-9.91994196,polyTPD
1.159999967,-8.319800141,polyTPD
1.139999986,-6.921834513,polyTPD
1.120000005,-5.70784866,polyTPD
1.100000024,-4.663237236,polyTPD
1.080000043,-3.787171616,polyTPD
1.059999943,-3.031801595,polyTPD
1.039999962,-2.40197867,polyTPD
1.019999981,-1.882412806,polyTPD
1.0,-1.469070098,polyTPD
0.980000019,-1.121315107,polyTPD
0.959999979,-0.852454144,polyTPD
0.939999998,-0.642389256,polyTPD
0.920000017,-0.480402245,polyTPD
0.899999976,-0.356526457,polyTPD
0.879999995,-0.262756386,polyTPD
0.860000014,-0.193293832,polyTPD
0.839999974,-0.137618271,polyTPD
0.819999993,-0.1006493,polyTPD
0.800000012,-0.072195759,polyTPD
0.779999971,-0.051276839,polyTPD
0.75999999,-0.035969483,polyTPD
0.74000001,-0.024816191,polyTPD
0.720000029,-0.016217226,polyTPD
0.699999988,-0.010560954,polyTPD
0.680000007,-0.006290497,polyTPD
0.660000026,-0.003159264,polyTPD
0.639999986,-0.000885935,polyTPD
0.620000005,0.000826919,polyTPD
0.600000024,0.002119447,polyTPD
0.579999983,0.003109474,polyTPD
0.560000002,0.003874281,polyTPD
0.540000021,0.004480598,polyTPD
0.519999981,0.004967932,polyTPD
0.5,0.0053743,polyTPD
0.479999989,0.005717718,polyTPD
0.460000008,0.006011901,polyTPD
0.439999998,0.006270411,polyTPD
0.419999987,0.006503547,polyTPD
0.400000006,0.006720417,polyTPD
0.379999995,0.006919594,polyTPD
0.360000014,0.007104473,polyTPD
0.340000004,0.007284167,polyTPD
0.319999993,0.00745056,polyTPD
0.300000012,0.007612813,polyTPD
0.280000001,0.007767425,polyTPD
0.25999999,0.007918419,polyTPD
0.239999995,0.008066494,polyTPD
0.219999999,0.008202333,polyTPD
0.200000003,0.008345559,polyTPD
0.180000007,0.008479364,polyTPD
0.159999996,0.008613203,polyTPD
0.140000001,0.008744924,polyTPD
0.119999997,0.008872644,polyTPD
0.100000001,0.009000315,polyTPD
0.079999998,0.00912147,polyTPD
0.059999999,0.009242498,polyTPD
0.039999999,0.009360776,polyTPD
0.02,0.009477773,polyTPD
0.0,0.009586858,polyTPD
-0.02,0.00968366,polyTPD
-0.039999999,0.009808042,polyTPD
-0.059999999,0.009910808,polyTPD
-0.079999998,0.010017027,polyTPD
-0.100000001,0.010116845,polyTPD
-0.119999997,0.010217062,polyTPD
-0.140000001,0.01031443,polyTPD
-0.159999996,0.010412233,polyTPD
-0.180000007,0.010506022,polyTPD
-0.200000003,0.010595971,polyTPD
-0.219999999,0.010690673,polyTPD
-0.239999995,0.01077986,polyTPD
-0.25999999,0.010871244,polyTPD
-0.280000001,0.010957827,polyTPD
-0.300000012,0.0110462,polyTPD
-0.319999993,0.011133126,polyTPD
-0.340000004,0.011216905,polyTPD
-0.360000014,0.011297863,polyTPD
-0.379999995,0.011382552,polyTPD
-0.400000006,0.011462247,polyTPD
-0.419999987,0.011541625,polyTPD
-0.439999998,0.011616732,polyTPD
-0.460000008,0.011696065,polyTPD
-0.479999989,0.011769496,polyTPD
-0.5,0.011845407,polyTPD
-0.519999981,0.011917537,polyTPD
-0.540000021,0.01199025,polyTPD
-0.560000002,0.012063317,polyTPD
-0.579999983,0.012130343,polyTPD
-0.600000024,0.012203097,polyTPD
-0.620000005,0.012275434,polyTPD
-0.639999986,0.01235122,polyTPD
-0.660000026,0.01242666,polyTPD
-0.680000007,0.012511792,polyTPD
-0.699999988,0.012601486,polyTPD
-0.720000029,0.012700363,polyTPD
-0.74000001,0.012824157,polyTPD
-0.75999999,0.012971937,polyTPD
-0.779999971,0.013154476,polyTPD
-0.800000012,0.013374684,polyTPD
-0.819999993,0.01367156,polyTPD
-0.839999974,0.013968427,polyTPD
-0.860000014,0.014272634,polyTPD
-0.879999995,0.014767987,polyTPD
-0.899999976,0.015234705,polyTPD
-0.920000017,0.0158563,polyTPD
-0.939999998,0.016489279,polyTPD
-0.959999979,0.017230625,polyTPD
-0.980000019,0.018177145,polyTPD
-1.0,0.019795842,polyTPD
-1.019999981,0.021286505,polyTPD
-1.039999962,0.02285907,polyTPD
-1.059999943,0.025105074,polyTPD
-1.080000043,0.026882611,polyTPD
-1.100000024,0.028989994,polyTPD
-1.120000005,0.03162569,polyTPD
-1.139999986,0.034893273,polyTPD
-1.159999967,0.038483535,polyTPD
-1.179999948,0.042302512,polyTPD
-1.200000048,0.046536498,polyTPD
-1.220000029,0.051865512,polyTPD
-1.24000001,0.05696153,polyTPD
-1.25999999,0.062976224,polyTPD
-1.279999971,0.069664438,polyTPD
-1.299999952,0.076766957,polyTPD
-1.320000052,0.085066192,polyTPD
-1.340000033,0.094307426,polyTPD
-1.360000014,0.10419631,polyTPD
-1.379999995,0.114517986,polyTPD
-1.399999976,0.127168232,polyTPD
-1.419999957,0.139173004,polyTPD
-1.440000057,0.150138985,polyTPD
-1.460000038,0.163452846,polyTPD
-1.480000019,0.176843971,polyTPD
-1.5,0.190847384,polyTPD
-1.519999981,0.204578921,polyTPD
-1.539999962,0.217050132,polyTPD
-1.559999943,0.230229208,polyTPD
-1.580000043,0.244407796,polyTPD
-1.600000024,0.25596234,polyTPD
-1.620000005,0.267802665,polyTPD
-1.639999986,0.280619906,polyTPD
-1.659999967,0.294671157,polyTPD
-1.679999948,0.303340894,polyTPD
-1.700000048,0.314042784,polyTPD
-1.720000029,0.324269827,polyTPD
-1.74000001,0.333415486,polyTPD
-1.75999999,0.340944114,polyTPD
-1.779999971,0.347606215,polyTPD
-1.799999952,0.35318071,polyTPD
-1.820000052,0.358523164,polyTPD
-1.840000033,0.361646755,polyTPD
-1.860000014,0.365011469,polyTPD
-1.879999995,0.367480936,polyTPD
-1.899999976,0.367539787,polyTPD
-1.919999957,0.368926324,polyTPD
-1.940000057,0.371950877,polyTPD
-1.960000038,0.372229428,polyTPD
-1.980000019,0.369856645,polyTPD
-2.0,0.368307141,polyTPD
-2.019999981,0.366909877,polyTPD
-2.039999962,0.367349311,polyTPD
-2.059999943,0.367224311,polyTPD
-2.079999924,0.366318136,polyTPD
-2.099999905,0.363359731,polyTPD
-2.119999886,0.363322807,polyTPD
-2.140000105,0.364336058,polyTPD
-2.160000086,0.363889393,polyTPD
-2.180000067,0.365838615,polyTPD
-2.200000048,0.365591911,polyTPD
-2.220000029,0.36726554,polyTPD
-2.24000001,0.366603951,polyTPD
-2.25999999,0.363549871,polyTPD
-2.279999971,0.366863973,polyTPD
-2.299999952,0.368761978,polyTPD
-2.319999933,0.371265411,polyTPD
-2.339999914,0.371042381,polyTPD
-2.359999895,0.371929892,polyTPD
-2.380000114,0.37084797,polyTPD
-2.400000095,0.372773416,polyTPD
-2.420000076,0.37653926,polyTPD
-2.440000057,0.375591216,polyTPD
-2.460000038,0.3762294,polyTPD
-2.480000019,0.379036236,polyTPD
-2.5,0.37832992,polyTPD
-2.519999981,0.377380531,polyTPD
-2.539999962,0.380008897,polyTPD
-2.559999943,0.382287888,polyTPD
-2.579999924,0.383810456,polyTPD
-2.599999905,0.383133733,polyTPD
-2.619999886,0.38450416,polyTPD
-2.640000105,0.386140294,polyTPD
-2.660000086,0.387144028,polyTPD
-2.680000067,0.39066838,polyTPD
-2.700000048,0.388850211,polyTPD
-2.720000029,0.391733757,polyTPD
-2.74000001,0.394402377,polyTPD
-2.75999999,0.394552128,polyTPD
-2.779999971,0.396791504,polyTPD
-2.799999952,0.401062359,polyTPD
-2.819999933,0.403577865,polyTPD
-2.839999914,0.403319996,polyTPD
-2.859999895,0.402656321,polyTPD
-2.880000114,0.406221263,polyTPD
-2.900000095,0.404926636,polyTPD
-2.920000076,0.411456339,polyTPD
-2.940000057,0.410086718,polyTPD
-2.960000038,0.412701632,polyTPD
-2.980000019,0.416316649,polyTPD
-3.0,0.413140058,polyTPD
-3.019999981,0.412839243,polyTPD
-3.039999962,0.415964012,polyTPD
-3.059999943,0.417721479,polyTPD
-3.079999924,0.417483182,polyTPD
-3.099999905,0.419849509,polyTPD
-3.119999886,0.41934137,polyTPD
-3.140000105,0.424487125,polyTPD
-3.160000086,0.425955011,polyTPD
-3.180000067,0.429232288,polyTPD
-3.200000048,0.426112665,polyTPD
-3.220000029,0.435392573,polyTPD
-3.24000001,0.433924452,polyTPD
-3.25999999,0.434180572,polyTPD
-3.279999971,0.432994063,polyTPD
-3.299999952,0.429433022,polyTPD
-3.319999933,0.435054531,polyTPD
-3.339999914,0.432954683,polyTPD
-3.359999895,0.436948366,polyTPD
-3.380000114,0.435900274,polyTPD
-3.400000095,0.434171728,polyTPD
-3.420000076,0.435790206,polyTPD
-3.440000057,0.441360094,polyTPD
-3.460000038,0.436008392,polyTPD
-3.480000019,0.437966829,polyTPD
-3.5,0.440414371,polyTPD
-3.519999981,0.444406035,polyTPD
-3.539999962,0.442359523,polyTPD
-3.559999943,0.449211462,polyTPD
-3.579999924,0.447758205,polyTPD
-3.599999905,0.443762572,polyTPD
-3.619999886,0.442727159,polyTPD
-3.640000105,0.442977227,polyTPD
-3.660000086,0.444813791,polyTPD
-3.680000067,0.450830848,polyTPD
-3.700000048,0.458569961,polyTPD
-3.720000029,0.462514141,polyTPD
-3.74000001,0.460071376,polyTPD
-3.75999999,0.466868599,polyTPD
-3.779999971,0.472225076,polyTPD
-3.799999952,0.485068479,polyTPD
-3.819999933,0.479419125,polyTPD
-3.839999914,0.489013837,polyTPD
-3.859999895,0.485696272,polyTPD
-3.880000114,0.486805636,polyTPD
-3.900000095,0.510482756,polyTPD
-3.920000076,0.485806744,polyTPD
-3.940000057,0.490503178,polyTPD
-3.960000038,0.495830431,polyTPD
-3.980000019,0.49517772,polyTPD
-4.0,0.514059065,polyTPD
-4.019999981,0.541038247,polyTPD
-4.039999962,0.536788948,polyTPD
-4.059999943,0.539681405,polyTPD
-4.079999924,0.535038845,polyTPD
-4.099999905,0.55569148,polyTPD
-4.119999886,0.546099996,polyTPD
-4.139999866,0.552726383,polyTPD
-4.159999847,0.572858301,polyTPD
-4.179999828,0.586837064,polyTPD
-4.199999809,0.591249768,polyTPD
-4.21999979,0.617523273,polyTPD
-4.239999771,0.642338543,polyTPD
-4.260000229,0.667506788,polyTPD
-4.28000021,0.677400799,polyTPD
-4.300000191,0.710122119,polyTPD
-4.320000172,0.718783012,polyTPD
-4.340000153,0.731898444,polyTPD
-4.360000134,0.732014465,polyTPD
-4.380000114,0.754654726,polyTPD
-4.400000095,0.784904494,polyTPD
-4.420000076,0.764853958,polyTPD
-4.440000057,0.815094804,polyTPD
-4.460000038,0.809547447,polyTPD
-4.480000019,0.839351694,polyTPD
-4.5,0.851303147,polyTPD
-4.519999981,0.875014233,polyTPD
-4.539999962,0.87269946,polyTPD
-4.559999943,0.898738704,polyTPD
-4.579999924,0.923808615,polyTPD
-4.599999905,0.941380535,polyTPD
-4.619999886,1.004302053,polyTPD
-4.639999866,0.992275135,polyTPD
-4.659999847,1.023958588,polyTPD
-4.679999828,1.081055441,polyTPD
-4.699999809,1.060103842,polyTPD
-4.71999979,1.100255962,polyTPD
-4.739999771,1.115159194,polyTPD
-4.760000229,1.165536508,polyTPD
-4.78000021,1.213683324,polyTPD
-4.800000191,1.20788442,polyTPD
-4.820000172,1.234233254,polyTPD
-4.840000153,1.271619498,polyTPD
-4.860000134,1.346150123,polyTPD
-4.880000114,1.351470549,polyTPD
-4.900000095,1.367851655,polyTPD
-4.920000076,1.410479363,polyTPD
-4.940000057,1.418930409,polyTPD
-4.960000038,1.450121327,polyTPD
-4.980000019,1.465135872,polyTPD
-5.0,1.539627621,polyTPD
-5.019999981,1.506913296,polyTPD
-5.039999962,1.509704664,polyTPD
-5.059999943,1.502222815,polyTPD
-5.079999924,1.565019366,polyTPD
-5.099999905,1.585364561,polyTPD
-5.119999886,1.624237893,polyTPD
-5.139999866,1.648067219,polyTPD
-5.159999847,1.651851189,polyTPD
-5.179999828,1.691621751,polyTPD
-5.199999809,1.712131326,polyTPD
-5.21999979,1.751905519,polyTPD
-5.239999771,1.805818686,polyTPD
-5.260000229,1.886261613,polyTPD
-5.28000021,1.930387978,polyTPD
-5.300000191,1.984820785,polyTPD
-5.320000172,2.048555594,polyTPD
-5.340000153,2.13448911,polyTPD
-5.360000134,2.170000453,polyTPD
-5.380000114,2.184605662,polyTPD
-5.400000095,2.233998781,polyTPD
-5.420000076,2.219373393,polyTPD
-5.440000057,2.293221747,polyTPD
-5.460000038,2.366097002,polyTPD
-5.480000019,2.39582908,polyTPD
-5.5,2.475779942,polyTPD
-5.519999981,2.516848058,polyTPD
-5.539999962,2.583796752,polyTPD
-5.559999943,2.603409367,polyTPD
-5.579999924,2.746463614,polyTPD
-5.599999905,2.77894388,polyTPD
-5.619999886,2.860770989,polyTPD
-5.639999866,2.941879507,polyTPD
-5.659999847,3.009159652,polyTPD
-5.679999828,3.033208645,polyTPD
-5.699999809,3.186176814,polyTPD
-5.71999979,3.130180244,polyTPD
-5.739999771,3.230526342,polyTPD
-5.760000229,3.285646398,polyTPD
-5.78000021,3.270345061,polyTPD
-5.800000191,3.315415871,polyTPD
-5.820000172,3.373130495,polyTPD
-5.840000153,3.461865065,polyTPD
-5.860000134,3.516847913,polyTPD
-5.880000114,3.493569166,polyTPD
-5.900000095,3.649685038,polyTPD
-5.920000076,3.878551064,polyTPD
-5.940000057,3.754082526,polyTPD
-5.960000038,3.839397937,polyTPD
