Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device,Scan,File
1.0853705707631853,19.433875632232358,0.6226567182402849,13.133671188772162,8.767238552619201,2861.628197437099,device020,Forward,device020_LIV2.csv
1.0775411621224336,19.412144944922044,0.6757560015534749,14.135048601410691,7.262967488381578,2607.9107836734743,device021,Reverse,device021_LIV1.csv
1.0882850290361665,19.440362448528376,0.6725204345424404,14.22828309098844,8.075593419944372,4217.9221980945695,device021,Forward,device021_LIV2.csv
0.7813254667591119,17.895527840612196,0.4248881068019853,5.940883931647063,15.118220437964114,109.18385552409399,device022,Reverse,device022_LIV1.csv
0.7357788137065565,17.438553208504278,0.3828536868630525,4.9123642592706735,17.758579911886677,88.27010776462538,device022,Forward,device022_LIV2.csv
0.581304917731915,16.51732089395636,0.3819979964741476,3.667791910770193,15.64707187489496,76.22869144390565,device023,Reverse,device023_LIV1.csv
0.5541679575627528,16.024748547674985,0.36580574825486495,3.248502161742925,16.327123981107402,67.80000549624206,device023,Forward,device023_LIV2.csv
0.798585151212195,17.89539818749865,0.43100146273578394,6.159441588276984,15.80236977730164,110.52344684486299,device024,Reverse,device024_LIV1.csv
0.7437205232103896,17.46852413063638,0.39106715021357014,5.080627058728067,18.30577715059056,91.86796932032541,device024,Forward,device024_LIV2.csv
0.4768942044492754,6.133083873828318e-06,0.3308042168834214,9.675468104939998e-07,73678655.43418492,28802755.95980316,device025,Reverse,device025_LIV1.csv
-0.07793825566135112,-3.343879137143595e-06,1.2191694655642367,3.177352e-07,64738262.1297083,14384835.58260787,device025,Forward,device025_LIV2.csv
0.8102583584362004,17.882366542060762,0.43621902085019676,6.3205243811651375,14.618281848760425,120.2946637379934,device026,Reverse,device026_LIV1.csv
0.9674982116561086,17.456758834696817,0.3073204942142368,5.19045351636026,63004320.78433823,96.78904618169109,device026,Forward,device026_LIV2.csv
1.1511596034347689,20.798533964,0.7639764788597738,18.291454978754413,5.5048706937415774,9156.2971921348,device027,Reverse,device027_LIV1.csv
1.1461794892688566,20.753565012,0.7700783155917209,18.318092037691727,4.739131691883291,1388.1601167599079,device027,Forward,device027_LIV2.csv
1.1495415408579006,20.792203077,0.7613152137782551,18.19657646750388,5.354425425911984,8397.163005308483,device028,Reverse,device028_LIV1.csv
1.1427427142696407,20.75196398,0.7687975723767951,18.231385290788438,4.552524023723928,4913.054327239646,device028,Forward,device028_LIV2.csv
1.1101761793390692,18.30542539386907,0.4745468669578538,9.643858750139136,16.67960605786957,649.7452211722789,device029,Reverse,device029_LIV1.csv
1.1004919590365465,18.175985072468055,0.5036271513479226,10.073814896948052,16.48180753937759,517.3983724077513,device029,Forward,device029_LIV2.csv
1.1327423880627145,20.758509451,0.7501216021902865,17.638392035311504,5.8020828511654585,4218.5516813127015,device030,Reverse,device030_LIV1.csv
1.1281877465936314,20.740386695,0.7584703375907579,17.747485450579394,5.11443899583944,2975.951176046202,device030,Forward,device030_LIV2.csv
1.1364046668284584,20.771272733,0.7610298450445457,17.963783215759186,4.584057654169086,7500.121806885841,device031,Reverse,device031_LIV1.csv
1.1302537001539736,20.74418497,0.766588354222075,17.973577599318347,5.191925520741302,5447.47858269759,device031,Forward,device031_LIV2.csv
1.140124480341323,20.748977786,0.7640316265729453,18.074251153544147,4.718392394606056,5739.362895432471,device032,Reverse,device032_LIV1.csv
1.1355214965821547,20.728011463,0.7674174222467551,18.06278260263662,5.488964626369169,5015.301256625297,device032,Forward,device032_LIV2.csv
1.1423401561810556,20.784657925,0.7603638130867661,18.053431597428446,5.029313615502787,8546.482539259505,device033,Reverse,device033_LIV1.csv
1.1382023527272263,20.748908399,0.767664843544929,18.12952327381667,4.365039803298275,5271.860766515422,device033,Forward,device033_LIV2.csv
1.1486563490268784,20.799292077,0.7600227247687116,18.1578844865062,5.308607389998143,8784.509397695654,device034,Reverse,device034_LIV1.csv
1.1425293988960958,20.758952754,0.7672701858993356,18.197894685441046,4.546549774768704,5069.051409682436,device034,Forward,device034_LIV2.csv
1.1484609106099486,20.783761039,0.7630519996900292,18.213545427367777,5.257573167830355,8324.405146107865,device035,Reverse,device035_LIV1.csv
1.0940322162531502,20.745337558,0.8028140222349001,18.22072133934171,3.3677117921572814,4650.993995229461,device035,Forward,device035_LIV2.csv
1.15005456094055,20.800772325,0.7645076017248918,18.288568495937557,5.409734792379674,8176.098965472571,device036,Reverse,device036_LIV1.csv
1.1447156564277092,20.757457087,0.7694687555796502,18.283644204845277,4.658746072091755,5426.203446987001,device036,Forward,device036_LIV2.csv
1.154034211233133,20.813691084,0.7642855347204123,18.357918103380534,5.730587559216653,8581.61671718497,device037,Reverse,device037_LIV1.csv
1.1486641685744656,20.761769337,0.7693545345993666,18.347798142641906,4.87866647473123,4001.474485335275,device037,Forward,device037_LIV2.csv
1.1513613543608636,20.785832358,0.7690350866266474,18.404550842520443,5.473310251588112,7583.1711765187765,device038,Reverse,device038_LIV1.csv
1.1463275585455812,20.740309599,0.772241162584648,18.36017918173107,4.7228491752186885,4649.3754250854845,device038,Forward,device038_LIV2.csv
1.1502109790072141,20.774708656,0.7703200773775819,18.40702779030626,5.3687359657016245,7596.261697924588,device039,Reverse,device039_LIV1.csv
1.1453445113952863,20.72971272,0.7724283201585844,18.339505055143317,6.123041196019646,4813.985251010493,device039,Forward,device039_LIV2.csv
1.1524229709770295,20.797108968,0.767191963107263,18.387340494736918,5.584745057738499,8414.256138810866,device040,Reverse,device040_LIV1.csv
1.1473452226738943,20.756445842,0.7711152529773916,18.363962448528312,4.786209399784143,4110.186342640512,device040,Forward,device040_LIV2.csv
0.025239384086742762,12.675115131049157,0.2481628200776228,0.0793902886986,1.9917417518853622,1.9908003993054455,device041,Reverse,device041_LIV1.csv
0.02434234528623952,12.070822753500368,0.24887324729568483,0.07312695768555,2.0183882904059183,2.0103014820640235,device041,Forward,device041_LIV2.csv
1.0797379325539367,19.062988631781582,0.5580695948632068,11.486764292228907,10.454150146461746,338.2840451095454,device042,Reverse,device042_LIV1.csv
0.9879723524297775,18.92565315326238,0.4846394207370153,9.061798583526631,10.471414171203627,280.5589422677611,device042,Forward,device042_LIV2.csv
0.35671487624266685,18.478478003274592,0.264963480729333,1.7465194999087879,17.02346516807802,14.027065904995315,device043,Reverse,device043_LIV1.csv
0.2435046563271906,17.991937474827882,0.23360538407552295,1.0234533491069109,14.278452057525115,12.010007938544815,device043,Forward,device043_LIV2.csv
0.008964385664272153,12.060800020552065,-0.35415890556341406,-0.0382908331307,0.7424772493880717,0.7424772493880717,device044,Reverse,device044_LIV1.csv
0.008883599674089193,11.988566311173294,-0.37235048977870283,-0.03965593177475,0.7400833550553552,0.7400833550553552,device044,Forward,device044_LIV2.csv
1.0324759564563286,19.241814411026667,0.4689454263227451,9.316403136652655,12.31424400652148,157.8626459601937,device045,Reverse,device045_LIV1.csv
1.0025713407239554,19.1753279305731,0.41884554766777987,8.052152453688581,15.531277028852493,130.33944763291714,device045,Forward,device045_LIV2.csv
1.0671895295691702,19.02803543431157,0.5521770464302033,11.21279433834858,9.313728150010274,314.72115536988883,device046,Reverse,device046_LIV1.csv
1.0488928087503577,18.969345881291716,0.5069711868195693,10.087109623773244,12.250713004374797,256.31438886208764,device046,Forward,device046_LIV2.csv
0.012514091815273302,0.022079294964734403,0.07725572828948382,2.13459373e-05,537.0249061257268,537.0045735452362,device047,Reverse,device047_LIV1.csv
0.012414788744061052,0.00999922710756546,0.0689651086068381,8.5612108e-06,61059143.450605206,1181.617167381921,device047,Forward,device047_LIV2.csv
1.219799995,4.252850982455266e-06,1.131770044755947,5.871201529104e-06,1458818630.6078396,73000513.80284885,device048,Reverse,device048_LIV1.csv
-0.169799998,-2.8470115700327296e-06,1.1288186008333656,5.456963765460001e-07,72791309.43325932,11926534.105886383,device048,Forward,device048_LIV2.csv
0.356543946161512,0.009913173073812218,0.2739317202532332,0.000968206692475575,30311.13700526791,36017.45075847351,device049,Reverse,device049_LIV1.csv
0.32663043096771566,0.009117743326459591,0.249616735982234,0.000743391697042233,32217.557836921274,31654.239189406642,device049,Forward,device049_LIV2.csv
1.219799995,7.491678802096729e-06,0.8850785895969462,8.08815772155e-06,540345431.2095546,25227113.65394985,device050,Reverse,device050_LIV1.csv
-0.169799998,-5.847758285703368e-06,8.310915849560518,8.252318450974e-06,90899672.86680953,13845450.23205932,device050,Forward,device050_LIV2.csv
1.1035394374518674,21.299905157155365,0.7578190769121177,17.8127536502103,6.618390449004331,11259.591175453717,device051,Reverse,device051_LIV1.csv
1.1043057982119961,21.277436185294846,0.7652447368343421,17.980799586644785,6.548552272323412,8622.254998558978,device051,Forward,device051_LIV2.csv
0.5854038467116336,0.008179095088553672,0.3768492490073778,0.0018043819883850872,20439786.29618627,319832.4642146441,device052,Reverse,device052_LIV1.csv
0.6893170237525931,0.007487700399930814,0.4459325195911924,0.0023016358187379522,28820.798895492608,289252.942121867,device052,Forward,device052_LIV2.csv
1.0775411621224336,19.412144944922044,0.6757560015534749,14.135048601410691,7.262967488381578,2607.9107836734743,device053,Reverse,device053_LIV1.csv
1.0882850290361665,19.440362448528376,0.6725204345424404,14.22828309098844,8.075593419944372,4217.9221980945695,device053,Forward,device053_LIV2.csv
1.0840293562174634,18.98159107725043,0.6548825628379419,13.475257823084533,8.532011905434993,2071.0560271658887,device054,Reverse,device054_LIV1.csv
1.0929681618480114,19.028548396087082,0.6602450229004689,13.731510279328466,8.98341513961287,3501.360870587782,device054,Forward,device054_LIV2.csv
1.0787746838755703,18.721813271569417,0.6498537277274496,13.124847620608577,8.527440048474723,1601.1954148117707,device055,Reverse,device055_LIV1.csv
1.0918108005403604,18.788799477380355,0.6490125831838701,13.313723543981466,9.438705408019706,2987.5701678430187,device055,Forward,device055_LIV2.csv
0.60523598584344,19.560435165020067,0.552655859922176,6.542715467124983,8.178893907076574,212.88445132519394,device056,Reverse,device056_LIV1.csv
0.5232445408612304,19.54984882508061,0.5531924735092881,5.658800354043456,7.915736167703269,195.6523240497781,device056,Forward,device056_LIV2.csv
1.0686027308131651,18.516828974495134,0.6780189079337987,13.41605099134277,8.93554324679687,1142.8719502439274,device057,Reverse,device057_LIV1.csv
1.0885985471876531,18.613131086271878,0.6752312418101358,13.681689009067046,8.618246109041253,2424.5658707527227,device057,Forward,device057_LIV2.csv
1.065874219412568,18.730026646770042,0.6654614168178818,13.285173590890084,8.960036530924368,1105.0801232568988,device058,Reverse,device058_LIV1.csv
1.0852132482281325,18.86131190140936,0.6649000781201155,13.609537538107341,8.611493608620796,2355.7358721848605,device058,Forward,device058_LIV2.csv
0.05628493861255,2.280004860332524,0.215841694139017,0.027698950277,24.62194666294125,24.128726232635533,device059,Reverse,device059_LIV1.csv
0.05605664732817988,2.2014844920554575,0.2150831746650214,0.026542949956200004,25.440461768654377,24.61678249850725,device059,Forward,device059_LIV2.csv
1.0288734577710894,24.210273579857027,0.7441876742672596,18.537199907525032,5.548886881550715,3955.8658436074948,device060,Reverse,device060_LIV1.csv
1.0233623869282296,24.138007505945954,0.7281449728975742,17.986585405458264,6.550130826931463,2526.847267865772,device060,Forward,device060_LIV2.csv
1.0279711428154839,24.208929319360095,0.7450147644591555,18.5404975799002,5.571393295716843,4896.929292442807,device061,Reverse,device061_LIV1.csv
1.0234890508290708,24.12062555473684,0.7286302782886184,17.98783860416151,6.5384699368915635,2385.4215354140974,device061,Forward,device061_LIV2.csv
1.0277251889009689,24.181135098911664,0.7463169919352578,18.547142726094762,5.560778529707505,4538.857018978555,device062,Reverse,device062_LIV1.csv
1.0234099308890148,24.100993170103454,0.7292200650088078,17.986355651604104,6.511652665474039,2307.7168410705995,device062,Forward,device062_LIV2.csv
1.027525696517149,24.169588859330972,0.7466956413682544,18.54409189137448,5.5324204549040354,4934.078453883522,device063,Reverse,device063_LIV1.csv
1.023407051982422,24.077619409516526,0.7301653236164047,17.99215378721869,6.457297026472716,2010.3684808323617,device063,Forward,device063_LIV2.csv
1.0274439271172682,24.156032977465042,0.7477608314211271,18.558653183046683,5.490292955912919,5030.262199009612,device064,Reverse,device064_LIV1.csv
1.0233606236227963,24.060729227240152,0.7303410227274084,17.983043028159717,6.397916507304445,2160.9897097796543,device064,Forward,device064_LIV2.csv
1.0272678412573666,24.144791518073056,0.7485203175140187,18.565675082205203,5.437445536635858,4897.1679212463805,device065,Reverse,device065_LIV1.csv
1.0233160829402106,24.04685178370353,0.7309151776270993,17.98601728834435,6.337541569845712,2174.303764713549,device065,Forward,device065_LIV2.csv
1.027076317281371,24.129425125196033,0.7491242620419902,18.5653676171814,5.390228954389241,4474.982883082137,device066,Reverse,device066_LIV1.csv
1.0228362307501586,24.037485918833852,0.7316269352381334,17.988080889807645,6.277197941931417,2232.296483375049,device066,Forward,device066_LIV2.csv
1.0268887718401138,24.120155578269316,0.7499228265697,18.574626216920823,5.3387462113023725,4393.1081745199235,device067,Reverse,device067_LIV1.csv
1.0221903297672612,24.02601603398794,0.7323805588325196,17.986652242765786,6.217451240848638,2044.638421880999,device067,Forward,device067_LIV2.csv
0.53331017493668,12.990650720019627,0.26559219423251373,1.8400349941362553,44.63158890349221,68.29952725008131,device068,Reverse,device068_LIV1.csv
0.4024820050344812,12.656961255758189,0.2545518561522812,1.296737847679256,37.22917084877411,47.63836190758679,device068,Forward,device068_LIV2.csv
0.5671063658506555,13.484146713714061,0.34420326130065865,2.632103559233616,26.86297304867528,86.199420735168,device069,Reverse,device069_LIV1.csv
0.4697273998535653,13.413738462776625,0.32381701528601975,2.040306408725618,24.710795868146267,69.19063447887508,device069,Forward,device069_LIV2.csv
0.7732860995326016,13.314118624139972,0.43417834318025467,4.470136475179276,21.611896434287367,999.8180726165992,device070,Reverse,device070_LIV1.csv
0.7068800791622672,13.288295199689289,0.3719348672579819,3.4936701856178782,23.367182739870525,600.3493532068431,device070,Forward,device070_LIV2.csv
0.4996087382974597,13.386098226389436,0.318800437874366,2.132077281042482,33.98365111729515,69.37628585733256,device071,Reverse,device071_LIV1.csv
0.3847547593490612,13.049226537166854,0.282661579529329,1.4191736952673448,27.93216379454937,47.98004470349323,device071,Forward,device071_LIV2.csv
0.5012942319171737,12.971019598995575,0.2760465020837173,1.7949364271225894,42.16797146008599,65.63944410233727,device072,Reverse,device072_LIV1.csv
0.41291754898959954,12.51936382791347,0.24979026452286315,1.2912820364688464,38.51247422384649,46.58818130395903,device072,Forward,device072_LIV2.csv
0.8005422550157236,13.054768479845922,0.4241025244715689,4.432250442531173,27.50864322362746,1607.3369552863944,device073,Reverse,device073_LIV1.csv
0.7320478229063455,13.026744976465286,0.3663692826023736,3.4937708625087804,30.424005648990214,939.4931467648689,device073,Forward,device073_LIV2.csv
1.1227754321258179,12.589403758834736,0.23591514931268018,3.334677915265368,132.81302975308404,280.0745222871677,device074,Reverse,device074_LIV1.csv
0.6132124115825873,12.534347193489868,0.3485980814603262,2.6794005940557146,25.375697370898635,213.54365790105024,device074,Forward,device074_LIV2.csv
0.0024179729832223993,2.447194894272652,-8.842282431681202,-0.052322005790500004,0.9880060969136741,0.9880060969136741,device075,Reverse,device075_LIV1.csv
0.1538697915441696,2.379649710052732,7.812611954581584e-07,2.8606363431299996e-07,84725419.65583825,0.9875728222797574,device075,Forward,device075_LIV2.csv
0.5080006169766531,13.421433877791294,0.28140765902434567,1.9186646287116385,35.595215328250305,70.1086151976087,device076,Reverse,device076_LIV1.csv
0.4131775543953494,12.97922390899468,0.26223589936476616,1.4062987492623207,34.27700506116633,49.72099329028578,device076,Forward,device076_LIV2.csv
1.17019999,13.167536875489182,0.2650228743097541,4.08364511507361,30.473598762736337,713.0712527657181,device077,Reverse,device077_LIV1.csv
0.6456446658707236,13.139442663741056,0.38780760902340017,3.2899313627828066,24.103012172495195,481.76972225922714,device077,Forward,device077_LIV2.csv
0.8031452021975197,13.251316577746694,0.41121433474872654,4.376443684687335,24.735165531530516,898.4373410283351,device078,Reverse,device078_LIV1.csv
0.7351887485561747,13.212340175486409,0.3540817513589058,3.4393956960901355,32.1011540887958,536.5660595435938,device078,Forward,device078_LIV2.csv
1.17019999,6.067543638977974e-06,1.0104688652509812,7.174570956291e-06,564429458.2428402,25251203.68573692,device079,Reverse,device079_LIV1.csv
-0.170200005,-4.18540280487929e-07,3.211781567983115,2.2879305162899997e-07,99259190.81700854,11364729.285554258,device079,Forward,device079_LIV2.csv
1.17019999,3.850459745183213e-06,0.7518035299659914,3.3874823261500004e-06,199216972.0268399,18886937.571993724,device080,Reverse,device080_LIV1.csv
-0.170200005,-3.9251644233947795e-06,0.8099023778602783,5.41065815895e-07,619772148.5498623,104229020.31465806,device080,Forward,device080_LIV2.csv
1.17019999,4.729429533034548e-06,0.8429038079690705,4.66494862158e-06,589263020.3622711,23062971.718591925,device081,Reverse,device081_LIV1.csv
-0.170200005,-3.4618959666743617e-06,7.344093489953169,4.3272479220460005e-06,223419577.68620145,16064956.086832516,device081,Forward,device081_LIV2.csv
1.17019999,3.2009127676816366e-06,0.6457776192965149,2.4188944521210004e-06,804140650.1792504,38131670.01495893,device082,Reverse,device082_LIV1.csv
-0.170200005,-4.70996308228064e-06,0.8029786930237878,6.436964189099999e-07,361615138.4174158,42844307.788505964,device082,Forward,device082_LIV2.csv
0.18413150843138673,12.747543522730858,0.2628717866674086,0.6170190763731291,13.775383320117886,14.822724616371865,device083,Reverse,device083_LIV1.csv
0.14156052615706163,12.213149546479883,0.2582818420340855,0.4465434446230546,52136265.823802575,12.309892625313186,device083,Forward,device083_LIV2.csv
0.8220417408704352,14.406844493818845,0.34698568353596276,4.109361001989827,35.452538277257695,619.2320505542172,device084,Reverse,device084_LIV1.csv
0.7319905820376332,14.335682626726657,0.29352079981645474,3.0800853652344258,48.775566516056145,318.31283955979285,device084,Forward,device084_LIV2.csv
1.17019999,4.4540436289947524e-06,0.7464610805783277,3.89064607848e-06,81258314.97882465,39571400.62355297,device085,Reverse,device085_LIV1.csv
-0.170200005,-3.2470201252691316e-06,0.8821284142548385,4.87501953471e-07,330904353.3401653,57480235.4146589,device085,Forward,device085_LIV2.csv
0.199164470989283,13.082982938472952,0.26013776137429523,0.6778319577778609,14.007995100963834,15.84225448650028,device086,Reverse,device086_LIV1.csv
0.1649451859628589,12.871243915512974,0.2498276365703392,0.5303964941731114,11.937819627192148,13.664652112617143,device086,Forward,device086_LIV2.csv
0.9319000241995553,4.260528166116579,1.19063087741489e-06,4.727264525363001e-06,89141037.38148409,2.071750047585667,device087,Reverse,device087_LIV1.csv
0.006857045541517534,4.199118924813147,-0.29700952911677614,-0.0085519586385,1.6318623267402144,1.6318623267402144,device087,Forward,device087_LIV2.csv
0.9479585638751477,14.493581238339887,0.3691051315088652,5.071251469162091,58.79502627640774,1826.4503410420941,device088,Reverse,device088_LIV1.csv
0.8326503206554826,14.474141549159748,0.32988420682855885,3.975731011138808,57.375404385702346,1025.9271648124914,device088,Forward,device088_LIV2.csv
1.17019999,6.426511779151481,0.001661499393677686,0.012494980569,6.725252670075576,1.7150836450006133,device089,Reverse,device089_LIV1.csv
0.010947918819727877,6.384943119504497,0.1736810936370629,0.0121406278345,57334370.938401535,1.712308641653694,device089,Forward,device089_LIV2.csv
0.23975343078054862,13.107388856686756,0.26579740325426865,0.8352793562223108,16.871553772454266,19.26419629568835,device090,Reverse,device090_LIV1.csv
0.1980957392492684,12.974083305961482,0.2623802579793377,0.6743462884493158,13.346914495567772,16.60327126696957,device090,Forward,device090_LIV2.csv
0.7532151104421217,6.076771816636639e-06,0.7396604594204906,3.3855119859600002e-06,138278717.49869096,22457835.543602005,device091,Reverse,device091_LIV1.csv
-0.170200005,-2.4471275113801177e-06,0.894628704525703,3.7261385265299993e-07,359167795.0248471,49748151.95089895,device091,Forward,device091_LIV2.csv
0.7712112698598137,14.239530935516012,0.30330372421931334,3.330786484931511,46.177553416239604,298.6718144005032,device092,Reverse,device092_LIV1.csv
0.6808531995584767,14.053954029805041,0.25294658026794703,2.4203647743144447,44095421.35653647,147.75876379513238,device092,Forward,device092_LIV2.csv
1.17019999,5.910053707317239e-06,0.6905484211436269,4.775794754900001e-06,94724077.32710804,20489961.99583039,device093,Reverse,device093_LIV1.csv
-0.170200005,-3.861607376127764e-06,0.8395467700941993,5.5178841621e-07,1226462877.7309425,8199247.982573508,device093,Forward,device093_LIV2.csv
0.4947447113995736,13.10077918139269,0.33971957379465634,2.201906419162848,25.855401870992793,98.51809367914512,device094,Reverse,device094_LIV1.csv
0.4212720600690099,12.982627228746221,0.3167398751044157,1.732319463538725,24.75314736036048,74.27517319649847,device094,Forward,device094_LIV2.csv
1.17019999,5.269060404330886e-06,0.8144255071601865,5.02162912323e-06,70113322.3318695,69457218.12074958,device095,Reverse,device095_LIV1.csv
-0.170200005,-2.5990973163455478e-06,0.8095118204186068,3.5810081051999997e-07,900943345.8959898,112200685.69531359,device095,Forward,device095_LIV2.csv
0.019006140120339538,0.27948615174613867,0.24714740123746967,0.00131283537,67.2745365799735,67.09127343053136,device096,Reverse,device096_LIV1.csv
0.01892832825524331,0.2780290239048263,0.24706383224563608,0.0013002042085000002,67.45037871057772,67.29589710447958,device096,Forward,device096_LIV2.csv
1.17019999,3.658486595989483e-06,1.0711317831821516,4.5856875925e-06,81762190.80069354,27898005.434640605,device097,Reverse,device097_LIV1.csv
-0.170200005,-2.877432877262848e-06,0.992551389319206,4.8609121428e-07,501063852.5687011,28303390.28258607,device097,Forward,device097_LIV2.csv
0.7671931919011521,13.176664944138135,0.4029702192134548,4.073645142363601,22.85599017637943,639.6389500584513,device098,Reverse,device098_LIV1.csv
0.7060839051942049,13.11335715357336,0.33230175886994784,3.076825327229894,33.843376308648295,364.9663544833029,device098,Forward,device098_LIV2.csv
1.17019999,5.2253791984691005e-06,0.9840182082112888,6.0170142052760005e-06,319635955.95008993,56022071.27686934,device099,Reverse,device099_LIV1.csv
-0.170200005,-2.2590704683916267e-06,1.172163523471349,4.5068961324e-07,227281666.12726718,3802662.1235152357,device099,Forward,device099_LIV2.csv
1.17019999,4.454362440247062e-06,0.9113362945328156,4.7503357719750005e-06,6654186.659925156,1044160.5846588836,device100,Reverse,device100_LIV1.csv
-0.170200005,-3.4144966372314306e-06,0.8265332404327945,4.80337598008e-07,37258922.20919764,50287623.963222995,device100,Forward,device100_LIV2.csv
