Device,FF_Forward,FF_Reverse,Jsc_mAcm2_Forward,Jsc_mAcm2_Reverse,PCE_percent_Forward,PCE_percent_Reverse,Rs_ohm_cm2_Forward,Rs_ohm_cm2_Reverse,Rsh_ohm_cm2_Forward,Rsh_ohm_cm2_Reverse,Voc_V_Forward,Voc_V_Reverse,Delta_PCE,Delta_Voc,Delta_Jsc,Delta_FF,Hysteresis_Index,High_Hysteresis,Low_Rs
device017,0.7458832428366079,0.7553598908299961,20.09723301689631,20.2076585207307,17.2034062359594,17.854386467297815,6.372909694930451,8.16860598091648,3101.2420438266017,7030.632538457586,1.1476443593779504,1.1697014180218903,0.6509802313384156,0.02205705864393992,0.11042550383438865,0.00947664799338821,0.036460520921889665,0,1
device018,0.7467038337228303,0.7587659522128775,20.051937478783174,20.1542077592868,17.1346834681668,17.77703057136814,6.118375868727226,7.594257753111045,3341.636254933958,7605.3966530848975,1.1443829090044504,1.1624804379369054,0.6423471032013417,0.018097528932454976,0.10227028050362463,0.012062118490047125,0.03613354326092639,0,1
device019,0.6325283012269776,0.6509301644656779,19.54536352134754,19.53879465014191,13.387822105247976,13.687943506619671,8.350878271105222,7.730014199514711,1663.7374681421622,1354.1205423812455,1.0828946765513612,1.0762323398957252,0.30012140137169574,-0.006662336655635981,-0.006568871205629989,0.0184018632387003,0.02192596727379486,0,1
device020,0.6226567182402849,0.6586102950722171,19.43387563223236,19.428981060524045,13.133671188772162,13.823508411908117,8.767238552619201,7.756428392205706,2861.628197437099,2430.67086445241,1.085370570763185,1.0802884706255698,0.6898372231359549,-0.005082100137615342,-0.00489457170831642,0.03595357683193223,0.04990319407927598,0,1
device021,0.6725204345424404,0.6757560015534749,19.440362448528376,19.412144944922044,14.22828309098844,14.135048601410691,8.075593419944372,7.262967488381578,4217.9221980945695,2607.9107836734743,1.0882850290361663,1.0775411621224336,-0.09323448957774794,-0.010743866913732747,-0.028217503606331462,0.003235567011034557,-0.006595979413077013,0,1
device022,0.3828536868630525,0.4248881068019853,17.438553208504278,17.895527840612196,4.9123642592706735,5.940883931647063,17.758579911886677,15.118220437964114,88.27010776462538,109.183855524094,0.7357788137065565,0.7813254667591119,1.0285196723763894,0.04554665305255534,0.45697463210791867,0.04203441993893281,0.17312569715383086,1,0
device023,0.3658057482548649,0.3819979964741476,16.024748547674985,16.51732089395636,3.248502161742925,3.667791910770193,16.327123981107402,15.64707187489496,67.80000549624206,76.22869144390565,0.5541679575627528,0.581304917731915,0.4192897490272678,0.027136960169162117,0.49257234628137425,0.016192248219282723,0.11431666769209432,1,0
device024,0.3910671502135701,0.4310014627357839,17.46852413063638,17.89539818749865,5.080627058728067,6.159441588276984,18.30577715059056,15.80236977730164,91.8679693203254,110.523446844863,0.7437205232103896,0.798585151212195,1.078814529548917,0.05486462800180536,0.4268740568622711,0.0399343125222138,0.1751481062182944,1,0
device025,1.2191694655642369,0.3308042168834214,-3.343879137143595e-06,6.133083873828318e-06,3.177352e-07,9.675468104939998e-07,64738262.1297083,73678655.43418492,14384835.58260787,28802755.95980316,-0.0779382556613511,0.4768942044492754,6.498116104939999e-07,0.5548324601106265,9.476963010971912e-06,-0.8883652486808156,0.6716074131464771,1,0
device026,0.3073204942142368,0.4362190208501967,17.456758834696817,17.882366542060762,5.19045351636026,6.3205243811651375,63004320.78433823,14.618281848760423,96.78904618169108,120.2946637379934,0.9674982116561086,0.8102583584362004,1.1300708648048774,-0.1572398532199082,0.4256077073639446,0.1288985266359599,0.1787938463100364,1,0
device027,0.7700783155917209,0.7639764788597738,20.753565012,20.798533964,18.318092037691727,18.291454978754413,4.739131691883291,5.5048706937415774,1388.160116759908,9156.2971921348,1.1461794892688566,1.1511596034347689,-0.026637058937314606,0.004980114165912264,0.044968952000001394,-0.006101836731947086,-0.0014562569772745603,0,1
device028,0.7687975723767951,0.7613152137782551,20.75196398,20.792203077,18.23138529078844,18.19657646750388,4.552524023723928,5.354425425911984,4913.054327239646,8397.163005308483,1.1427427142696407,1.1495415408579006,-0.034808823284560475,0.006798826588259921,0.04023909700000061,-0.007482358598540073,-0.0019129325423781422,0,1
device029,0.5036271513479226,0.4745468669578538,18.175985072468052,18.30542539386907,10.073814896948052,9.643858750139136,16.48180753937759,16.67960605786957,517.3983724077513,649.7452211722789,1.1004919590365465,1.1101761793390692,-0.4299561468089159,0.009684220302522695,0.1294403214010167,-0.029080284390068767,-0.044583413957894474,0,0
device030,0.7584703375907579,0.7501216021902865,20.740386695,20.758509451,17.747485450579394,17.638392035311504,5.11443899583944,5.8020828511654585,2975.951176046202,4218.5516813127015,1.1281877465936314,1.1327423880627143,-0.10909341526788907,0.0045546414690829096,0.018122755999996798,-0.00834873540047143,-0.006184997762238615,0,1
device031,0.766588354222075,0.7610298450445457,20.74418497,20.771272733,17.973577599318347,17.963783215759186,5.191925520741302,4.584057654169086,5447.47858269759,7500.121806885841,1.1302537001539736,1.1364046668284584,-0.009794383559160735,0.006150966674484781,0.02708776300000082,-0.005558509177529314,-0.0005452294453524892,0,1
device032,0.7674174222467551,0.7640316265729453,20.728011463,20.748977786,18.06278260263662,18.074251153544147,5.488964626369169,4.718392394606056,5015.301256625297,5739.362895432471,1.1355214965821547,1.140124480341323,0.01146855090752652,0.004602983759168344,0.020966322999999676,-0.0033857956738098105,0.0006345242638325114,0,1
device033,0.767664843544929,0.7603638130867661,20.748908399,20.784657925,18.12952327381667,18.05343159742845,4.365039803298275,5.029313615502787,5271.860766515422,8546.482539259505,1.1382023527272265,1.1423401561810556,-0.07609167638822001,0.004137803453829081,0.03574952600000003,-0.007301030458162883,-0.004214804037535921,0,1
device034,0.7672701858993356,0.7600227247687116,20.758952754,20.799292077,18.19789468544105,18.1578844865062,4.546549774768704,5.308607389998143,5069.051409682436,8784.509397695654,1.1425293988960958,1.1486563490268784,-0.04001019893484781,0.006126950130782571,0.040339323000001315,-0.007247461130624022,-0.0022034614750733143,0,1
device035,0.8028140222349001,0.7630519996900292,20.745337558,20.783761039,18.22072133934171,18.213545427367777,3.367711792157281,5.257573167830355,4650.993995229461,8324.405146107865,1.0940322162531502,1.1484609106099486,-0.0071759119739347454,0.054428694356798424,0.03842348100000237,-0.03976202254487082,-0.00039398765070485284,0,1
device036,0.7694687555796502,0.7645076017248918,20.757457087,20.800772325,18.28364420484528,18.28856849593756,4.658746072091755,5.409734792379674,5426.203446987001,8176.098965472571,1.1447156564277092,1.15005456094055,0.0049242910922799865,0.005338904512840692,0.0433152380000017,-0.004961153854758371,0.0002692551411759657,0,1
device037,0.7693545345993666,0.7642855347204123,20.761769337,20.813691084,18.347798142641903,18.35791810338053,4.87866647473123,5.730587559216653,4001.474485335275,8581.61671718497,1.1486641685744656,1.154034211233133,0.010119960738627753,0.005370042658667362,0.051921746999997964,-0.005068999878954372,0.0005512586275654104,0,1
device038,0.772241162584648,0.7690350866266474,20.740309599,20.785832358,18.36017918173107,18.404550842520443,4.7228491752186885,5.473310251588112,4649.3754250854845,7583.171176518776,1.1463275585455812,1.1513613543608636,0.04437166078937338,0.005033795815282405,0.04552275900000069,-0.003206075958000598,0.0024109070180001646,0,1
device039,0.7724283201585844,0.7703200773775819,20.72971272,20.774708656,18.33950505514332,18.40702779030626,6.123041196019646,5.3687359657016245,4813.985251010493,7596.261697924588,1.1453445113952865,1.150210979007214,0.06752273516293883,0.004866467611927439,0.044995936000002956,-0.002108242781002523,0.003668312773369012,0,1
device040,0.7711152529773916,0.767191963107263,20.756445842,20.797108968,18.363962448528312,18.38734049473692,4.786209399784143,5.584745057738499,4110.186342640512,8414.256138810866,1.1473452226738945,1.1524229709770295,0.023378046208609504,0.00507774830313501,0.04066312599999833,-0.003923289870128577,0.0012714207481664404,0,1
device041,0.2488732472956848,0.2481628200776228,12.070822753500368,12.675115131049155,0.07312695768555,0.0793902886986,2.0183882904059183,1.9917417518853624,2.0103014820640235,1.9908003993054453,0.0243423452862395,0.0252393840867427,0.0062633310130500025,0.0008970388005032012,0.6042923775487878,-0.0007104272180619986,0.07889291140920682,1,1
device042,0.4846394207370153,0.5580695948632068,18.92565315326238,19.062988631781582,9.061798583526633,11.486764292228909,10.471414171203628,10.454150146461746,280.5589422677611,338.2840451095454,0.9879723524297775,1.079737932553937,2.424965708702276,0.09176558012415936,0.13733547851920136,0.07343017412619152,0.21110955592105493,1,0
device043,0.2336053840755229,0.264963480729333,17.991937474827882,18.478478003274592,1.0234533491069109,1.746519499908788,14.278452057525117,17.02346516807802,12.010007938544817,14.027065904995316,0.2435046563271906,0.3567148762426668,0.7230661508018772,0.1132102199154762,0.48654052844671014,0.03135809665381012,0.41400405253971645,1,0
device044,-0.3723504897787028,-0.354158905563414,11.988566311173294,12.060800020552064,-0.03965593177475,-0.0382908331307,0.7400833550553552,0.7424772493880717,0.7400833550553552,0.7424772493880717,0.0088835996740891,0.0089643856642721,0.001365098644049996,8.078599018299971e-05,0.07223370937876972,0.01819158421528877,-0.03565079504513357,0,1
device045,0.4188455476677798,0.4689454263227451,19.1753279305731,19.241814411026667,8.052152453688581,9.316403136652657,15.531277028852491,12.31424400652148,130.33944763291714,157.8626459601937,1.0025713407239554,1.0324759564563286,1.2642506829640752,0.02990461573237324,0.06648648045356609,0.05009987865496529,0.13570158616153605,1,0
device046,0.5069711868195693,0.5521770464302033,18.96934588129172,19.02803543431157,10.087109623773244,11.21279433834858,12.250713004374797,9.313728150010274,256.31438886208764,314.72115536988883,1.0488928087503575,1.0671895295691702,1.1256847145753355,0.01829672081881273,0.05868955301984968,0.04520585961063395,0.10039287983062448,1,1
device047,0.0689651086068381,0.0772557282894838,0.0099992271075654,0.0220792949647344,8.5612108e-06,2.13459373e-05,61059143.450605206,537.0249061257268,1181.617167381921,537.0045735452362,0.012414788744061,0.0125140918152733,1.27847265e-05,9.930307121230018e-05,0.012080067857168999,0.008290619682645689,0.5989302001744379,1,0
device048,1.1288186008333656,1.131770044755947,-2.8470115700327296e-06,4.252850982455266e-06,5.456963765460001e-07,5.871201529104e-06,72791309.43325932,1458818630.6078396,11926534.105886385,73000513.80284885,-0.169799998,1.219799995,5.325505152558e-06,1.389599993,7.099862552487995e-06,0.002951443922581287,0.9070554172189558,1,0
device049,0.249616735982234,0.2739317202532332,0.0091177433264595,0.0099131730738122,0.0007433916970422,0.0009682066924755,32217.557836921274,30311.13700526791,31654.23918940664,36017.45075847351,0.3266304309677156,0.356543946161512,0.00022481499543329996,0.029913515193796425,0.0007954297473527008,0.024314984270999207,0.23219731611077332,1,0
device050,8.310915849560518,0.8850785895969462,-5.847758285703368e-06,7.491678802096729e-06,8.252318450974e-06,8.08815772155e-06,90899672.86680952,540345431.2095546,13845450.23205932,25227113.65394985,-0.169799998,1.219799995,-1.641607294239995e-07,1.389599993,1.3339437087800097e-05,-7.425837259963571,-0.020296430296680715,0,0
device051,0.7652447368343421,0.7578190769121177,21.27743618529485,21.299905157155365,17.980799586644785,17.8127536502103,6.548552272323412,6.618390449004331,8622.254998558978,11259.591175453716,1.104305798211996,1.1035394374518674,-0.16804593643448484,-0.0007663607601284816,0.022468971860515552,-0.007425659922224437,-0.009434023494312507,0,1
device052,0.4459325195911924,0.3768492490073778,0.0074877003999308,0.0081790950885536,0.0023016358187379,0.001804381988385,28820.798895492608,20439786.29618627,289252.942121867,319832.4642146441,0.6893170237525931,0.5854038467116336,-0.0004972538303529002,-0.10391317704095948,0.0006913946886227991,-0.06908327058381458,-0.2755812425272344,1,0
device053,0.6725204345424404,0.6757560015534749,19.440362448528376,19.412144944922044,14.22828309098844,14.135048601410691,8.075593419944372,7.262967488381578,4217.9221980945695,2607.9107836734743,1.0882850290361663,1.0775411621224336,-0.09323448957774794,-0.010743866913732747,-0.028217503606331462,0.003235567011034557,-0.006595979413077013,0,1
device054,0.6602450229004689,0.6548825628379419,19.02854839608708,18.98159107725043,13.731510279328466,13.475257823084531,8.98341513961287,8.532011905434993,3501.360870587782,2071.0560271658887,1.0929681618480114,1.0840293562174634,-0.256252456243935,-0.008938805630547941,-0.04695731883664678,-0.005362460062527052,-0.019016516018339008,0,1
device055,0.6490125831838701,0.6498537277274496,18.788799477380355,18.721813271569417,13.313723543981466,13.124847620608575,9.438705408019706,8.527440048474723,2987.5701678430187,1601.195414811771,1.0918108005403604,1.0787746838755703,-0.1888759233728905,-0.013036116664790098,-0.06698620581093806,0.0008411445435795306,-0.014390713616843702,0,1
device056,0.5531924735092881,0.552655859922176,19.54984882508061,19.560435165020067,5.658800354043456,6.542715467124983,7.915736167703269,8.178893907076574,195.6523240497781,212.88445132519396,0.5232445408612304,0.60523598584344,0.8839151130815273,0.08199144498220956,0.0105863399394579,-0.0005366135871121003,0.13509912169081983,1,1
device057,0.6752312418101358,0.6780189079337987,18.61313108627188,18.516828974495134,13.681689009067046,13.41605099134277,8.618246109041253,8.93554324679687,2424.5658707527227,1142.8719502439274,1.0885985471876531,1.0686027308131651,-0.2656380177242763,-0.019995816374487996,-0.09630211177674752,0.0027876661236628797,-0.019800015510949502,0,1
device058,0.6649000781201155,0.6654614168178818,18.86131190140936,18.73002664677004,13.60953753810734,13.285173590890084,8.611493608620796,8.960036530924368,2355.7358721848605,1105.0801232568988,1.0852132482281325,1.065874219412568,-0.3243639472172557,-0.019339028815564374,-0.1312852546393195,0.0005613386977663115,-0.02441548429895404,0,1
device059,0.2150831746650214,0.215841694139017,2.201484492055457,2.280004860332524,0.0265429499562,0.027698950277,25.440461768654377,24.62194666294125,24.61678249850725,24.128726232635533,0.0560566473281798,0.05628493861255,0.0011560003207999985,0.00022829128437020646,0.07852036827706677,0.0007585194739956058,0.041734445141045316,0,0
device060,0.7281449728975742,0.7441876742672596,24.138007505945957,24.210273579857027,17.986585405458264,18.537199907525032,6.550130826931463,5.548886881550715,2526.847267865772,3955.865843607495,1.0233623869282296,1.0288734577710894,0.5506145020667681,0.005511070842859844,0.0722660739110701,0.01604270136968544,0.0297032186529558,0,1
device061,0.7286302782886184,0.7450147644591555,24.12062555473684,24.20892931936009,17.98783860416151,18.5404975799002,6.538469936891564,5.571393295716843,2385.421535414097,4896.929292442807,1.0234890508290708,1.027971142815484,0.5526589757386908,0.00448209198641325,0.08830376462325162,0.016384486170537116,0.029808206244574028,0,1
device062,0.7292200650088078,0.7463169919352578,24.10099317010345,24.181135098911664,17.986355651604104,18.54714272609476,6.511652665474039,5.560778529707505,2307.7168410705995,4538.857018978555,1.0234099308890148,1.0277251889009689,0.5607870744906549,0.004315258011954093,0.08014192880821369,0.01709692692645004,0.03023576638042796,0,1
device063,0.7301653236164047,0.7466956413682544,24.07761940951653,24.16958885933097,17.99215378721869,18.54409189137448,6.457297026472716,5.5324204549040354,2010.3684808323617,4934.078453883522,1.023407051982422,1.027525696517149,0.5519381041557914,0.0041186445347269895,0.09196944981443878,0.016530317751849655,0.029763555281589037,0,1
device064,0.7303410227274084,0.7477608314211271,24.060729227240152,24.15603297746504,17.983043028159717,18.558653183046683,6.397916507304445,5.490292955912919,2160.9897097796543,5030.262199009612,1.0233606236227963,1.0274439271172682,0.5756101548869665,0.004083303494471835,0.09530375022488613,0.01741980869371873,0.031015728846788625,0,1
device065,0.7309151776270993,0.7485203175140187,24.04685178370353,24.144791518073056,17.98601728834435,18.565675082205203,6.337541569845712,5.437445536635858,2174.303764713549,4897.1679212463805,1.0233160829402106,1.0272678412573666,0.5796577938608536,0.003951758317155996,0.09793973436952541,0.017605139886919363,0.031222015428700626,0,1
device066,0.7316269352381334,0.7491242620419902,24.03748591883385,24.129425125196036,17.988080889807645,18.5653676171814,6.277197941931417,5.390228954389241,2232.296483375049,4474.982883082137,1.0228362307501586,1.027076317281371,0.5772867273737567,0.004240086531212439,0.09193920636218778,0.01749732680385685,0.031094818011548783,0,1
device067,0.7323805588325196,0.7499228265697,24.02601603398794,24.12015557826932,17.986652242765786,18.574626216920823,6.217451240848638,5.3387462113023725,2044.638421880999,4393.108174519924,1.0221903297672612,1.0268887718401138,0.5879739741550374,0.004698442072852638,0.09413954428137927,0.017542267737180373,0.03165468673708298,0,1
device068,0.2545518561522812,0.2655921942325137,12.656961255758189,12.990650720019628,1.296737847679256,1.8400349941362557,37.22917084877411,44.63158890349221,47.63836190758679,68.29952725008131,0.4024820050344812,0.53331017493668,0.5432971464569998,0.13082816990219875,0.33368946426143964,0.01104033808023247,0.29526457278712404,1,0
device069,0.3238170152860197,0.3442032613006586,13.413738462776625,13.48414671371406,2.040306408725618,2.632103559233616,24.710795868146267,26.86297304867528,69.19063447887508,86.199420735168,0.4697273998535653,0.5671063658506555,0.5917971505079982,0.09737896599709023,0.07040825093743486,0.020386246014638898,0.2248380951547022,1,0
device070,0.3719348672579819,0.4341783431802546,13.288295199689289,13.314118624139972,3.4936701856178782,4.470136475179276,23.367182739870525,21.611896434287367,600.3493532068431,999.8180726165992,0.7068800791622672,0.7732860995326016,0.9764662895613974,0.06640602037033438,0.02582342445068342,0.062243475922272695,0.21844216501739716,1,0
device071,0.282661579529329,0.318800437874366,13.049226537166854,13.386098226389436,1.4191736952673448,2.132077281042482,27.93216379454937,33.98365111729515,47.98004470349323,69.37628585733256,0.3847547593490612,0.4996087382974597,0.7129035857751371,0.1148539789483985,0.3368716892225816,0.036138858345036995,0.3343704246154539,1,0
device072,0.2497902645228631,0.2760465020837173,12.51936382791347,12.971019598995577,1.2912820364688464,1.7949364271225894,38.51247422384649,42.16797146008599,46.58818130395903,65.63944410233727,0.4129175489895995,0.5012942319171737,0.503654390653743,0.08837668292757422,0.4516557710821072,0.026256237560854184,0.2805973420803191,1,0
device073,0.3663692826023736,0.4241025244715689,13.026744976465286,13.054768479845922,3.4937708625087804,4.432250442531173,30.424005648990214,27.50864322362746,939.4931467648688,1607.3369552863944,0.7320478229063455,0.8005422550157236,0.9384795800223928,0.06849443210937811,0.028023503380635972,0.05773324186919526,0.21173884287243597,1,0
device074,0.3485980814603262,0.2359151493126801,12.534347193489868,12.589403758834736,2.679400594055714,3.334677915265368,25.375697370898635,132.81302975308404,213.54365790105024,280.0745222871677,0.6132124115825873,1.122775432125818,0.6552773212096539,0.5095630205432308,0.05505656534486825,-0.11268293214764613,0.19650393167206615,1,0
device075,7.812611954581584e-07,-8.842282431681202,2.379649710052732,2.447194894272652,2.86063634313e-07,-0.0523220057905,84725419.65583825,0.988006096913674,0.9875728222797574,0.988006096913674,0.1538697915441696,0.0024179729832223,-0.05232229185413431,-0.1514518185609473,0.06754518421992017,-8.842283212942398,1.000005467367506,1,1
device076,0.2622358993647661,0.2814076590243456,12.97922390899468,13.421433877791294,1.406298749262321,1.9186646287116385,34.27700506116633,35.595215328250305,49.72099329028578,70.1086151976087,0.4131775543953494,0.5080006169766531,0.5123658794493176,0.09482306258130369,0.44220996879661456,0.019171759659579513,0.26704295882775797,1,0
device077,0.3878076090234001,0.2650228743097541,13.139442663741056,13.167536875489182,3.289931362782806,4.08364511507361,24.103012172495195,30.473598762736337,481.7697222592272,713.0712527657181,0.6456446658707236,1.17019999,0.7937137522908038,0.5245553241292764,0.028094211748125986,-0.12278473471364604,0.19436403750194553,1,0
device078,0.3540817513589058,0.4112143347487265,13.212340175486409,13.251316577746694,3.4393956960901355,4.376443684687335,32.1011540887958,24.73516553153052,536.5660595435938,898.4373410283351,0.7351887485561747,0.8031452021975197,0.9370479885971998,0.06795645364134506,0.038976402260285425,0.05713258338982069,0.21411174371461036,1,0
device079,3.211781567983115,1.0104688652509812,-4.18540280487929e-07,6.067543638977974e-06,2.2879305162900003e-07,7.174570956291e-06,99259190.81700854,564429458.2428402,11364729.285554258,25251203.68573692,-0.170200005,1.17019999,6.945777904662e-06,1.3403999949999998,6.486083919465903e-06,-2.2013127027321335,0.9681105597780194,1,0
device080,0.8099023778602783,0.7518035299659914,-3.92516442339478e-06,3.850459745183213e-06,5.41065815895e-07,3.3874823261500004e-06,619772148.5498623,199216972.0268399,104229020.31465806,18886937.571993724,-0.170200005,1.17019999,2.8464165102550005e-06,1.3403999949999998,7.775624168577994e-06,-0.058098847894286876,0.8402749405603714,1,0
device081,7.344093489953169,0.8429038079690705,-3.4618959666743617e-06,4.729429533034548e-06,4.3272479220460005e-06,4.66494862158e-06,223419577.68620145,589263020.3622711,16064956.086832516,23062971.718591925,-0.170200005,1.17019999,3.377006995339995e-07,1.3403999949999998,8.191325499708909e-06,-6.501189681984098,0.07239108657527327,1,0
device082,0.8029786930237878,0.6457776192965149,-4.70996308228064e-06,3.2009127676816366e-06,6.436964189099999e-07,2.4188944521210004e-06,361615138.4174158,804140650.1792504,42844307.78850597,38131670.01495893,-0.170200005,1.17019999,1.7751980332110005e-06,1.3403999949999998,7.910875849962276e-06,-0.15720107372727288,0.7338881742667289,1,0
device083,0.2582818420340855,0.2628717866674086,12.213149546479883,12.747543522730858,0.4465434446230546,0.6170190763731291,52136265.823802575,13.775383320117886,12.309892625313186,14.822724616371865,0.1415605261570616,0.1841315084313867,0.17047563175007452,0.0425709822743251,0.5343939762509748,0.004589944633323129,0.2762890780494816,1,0
device084,0.2935207998164547,0.3469856835359627,14.335682626726657,14.406844493818843,3.0800853652344258,4.109361001989827,48.77556651605615,35.452538277257695,318.31283955979285,619.2320505542172,0.7319905820376332,0.8220417408704352,1.029275636755401,0.09005115883280201,0.07116186709218653,0.05346488371950803,0.25047097012333724,1,0
device085,0.8821284142548385,0.7464610805783277,-3.247020125269132e-06,4.454043628994752e-06,4.87501953471e-07,3.89064607848e-06,330904353.3401653,81258314.97882465,57480235.4146589,39571400.62355297,-0.170200005,1.17019999,3.403144125009e-06,1.3403999949999998,7.701063754263883e-06,-0.13566733367651074,0.8746989719348984,1,0
device086,0.2498276365703392,0.2601377613742952,12.871243915512974,13.082982938472952,0.5303964941731114,0.6778319577778609,11.937819627192148,14.007995100963834,13.664652112617144,15.84225448650028,0.1649451859628589,0.199164470989283,0.14743546360474946,0.0342192850264241,0.21173902295997848,0.010310124803955961,0.21751034590946067,1,0
device087,-0.2970095291167761,1.19063087741489e-06,4.199118924813147,4.260528166116579,-0.0085519586385,4.727264525363001e-06,1.6318623267402144,89141037.38148409,1.6318623267402144,2.071750047585667,0.0068570455415175,0.9319000241995552,0.008556685903025362,0.9250429786580378,0.06140924130343173,0.2970107197476535,1810.071312302606,1,0
