1.299999952	-93.719155156
1.279999971	-73.441605456
1.259999990	-55.735631667
1.240000010	-40.337965550
1.220000029	-27.297295951
1.200000048	-17.570231725
1.179999948	-8.161805614
1.159999967	-2.185788898
1.139999986	3.583745136
1.120000005	7.593874238
1.100000024	10.499017309
1.080000043	12.701703133
1.059999943	14.419632215
1.039999962	15.808428457
1.019999981	16.954036175
1.000000000	17.889365184
0.980000019	18.615917576
0.959999979	19.153480101
0.939999998	19.541749614
0.920000017	19.823391171
0.899999976	20.025821483
0.879999995	20.180109047
0.860000014	20.296885437
0.839999974	20.388325432
0.819999993	20.459423584
0.800000012	20.515450706
0.779999971	20.557229158
0.759999990	20.593141872
0.740000010	20.620936351
0.720000029	20.641812728
0.699999988	20.659009044
0.680000007	20.671627129
0.660000026	20.681324551
0.639999986	20.690108382
0.620000005	20.696968663
0.600000024	20.704359622
0.579999983	20.708434158
0.560000002	20.713424855
0.540000021	20.717606041
0.519999981	20.722123881
0.500000000	20.724389225
0.479999989	20.729703726
0.460000008	20.732878806
0.439999998	20.736012768
0.419999987	20.739425562
0.400000006	20.741701186
0.379999995	20.745926060
0.360000014	20.749566287
0.340000004	20.751343355
0.319999993	20.754963024
0.300000012	20.758185647
0.280000001	20.759895898
0.259999990	20.761707660
0.239999995	20.765477666
0.219999999	20.766645674
0.200000003	20.770091876
0.180000007	20.773387740
0.159999996	20.776717013
0.140000001	20.779378118
0.119999997	20.783755899
0.100000001	20.783588858
0.079999998	20.785923589
0.059999999	20.789045986
0.039999999	20.792251905
0.020000000	20.794578927
0.000000000	20.797108968
-0.020000000	20.799525935
-0.039999999	20.801905639
-0.059999999	20.803691702
-0.079999998	20.805775870
-0.100000001	20.810550698
-0.119999997	20.811793232
-0.140000001	20.814355397
-0.159999996	20.816362469
-0.180000007	20.820715837
-0.200000003	20.827836959
Jsc:	20.797109
Eff:	18.387340
Voc:	1.160000
FF:	0.762181
V_MPP:	0.960000
	0.000000
	0.000000
	0.000000
Cell Area:	0.045300
Voltage:	0.700000
Number of suns:	1.000000
