1.299999952	-106.752901513
1.279999971	-85.557181857
1.259999990	-66.766654147
1.240000010	-50.163290219
1.220000029	-35.838153579
1.200000048	-23.765324473
1.179999948	-14.884117785
1.159999967	-6.265572203
1.139999986	-0.973288066
1.120000005	4.440902413
1.100000024	8.177181817
1.080000043	10.950516017
1.059999943	13.069039731
1.039999962	14.756314064
1.019999981	16.125628085
1.000000000	17.197826049
0.980000019	18.009384755
0.959999979	18.647952349
0.939999998	19.110407717
0.920000017	19.439942744
0.899999976	19.717720496
0.879999995	19.918651285
0.860000014	20.072206435
0.839999974	20.189476241
0.819999993	20.299851072
0.800000012	20.377704140
0.779999971	20.440478468
0.759999990	20.490499793
0.740000010	20.512411829
0.720000029	20.561519564
0.699999988	20.584588044
0.680000007	20.605080224
0.660000026	20.620165389
0.639999986	20.634771271
0.620000005	20.643800526
0.600000024	20.652481562
0.579999983	20.660894047
0.560000002	20.667573151
0.540000021	20.672435354
0.519999981	20.677799968
0.500000000	20.682666025
0.479999989	20.688162987
0.460000008	20.693859114
0.439999998	20.697701077
0.419999987	20.701661254
0.400000006	20.706944916
0.379999995	20.709843735
0.360000014	20.697346434
0.340000004	20.718066049
0.319999993	20.721631750
0.300000012	20.726059644
0.280000001	20.728355827
0.259999990	20.733002160
0.239999995	20.735960086
0.219999999	20.739309917
0.200000003	20.741766718
0.180000007	20.744123293
0.159999996	20.748353306
0.140000001	20.750117525
0.119999997	20.753850268
0.100000001	20.756486960
0.079999998	20.759429466
0.059999999	20.762428510
0.039999999	20.765273361
0.020000000	20.769255382
0.000000000	20.771272733
-0.020000000	20.774542899
-0.039999999	20.776878915
-0.059999999	20.778519780
-0.079999998	20.780877640
-0.100000001	20.782479957
-0.119999997	20.786386166
-0.140000001	20.788170944
-0.159999996	20.790449138
-0.180000007	20.793403209
-0.200000003	20.795551624
Jsc:	20.771273
Eff:	17.963783
Voc:	1.140000
FF:	0.758630
V_MPP:	0.940000
	0.000000
	0.000000
	0.000000
Cell Area:	0.045300
Voltage:	0.700000
Number of suns:	1.000000
