1.250000000	-44.557139499
1.219799995	-27.135504352
1.189599991	-15.068629646
1.159399986	-4.995317855
1.129150033	0.650137089
1.098950028	5.636256801
1.068750024	8.593835595
1.038550019	10.592553679
1.008350015	12.021462452
0.978150010	13.107896236
0.947899997	13.947756971
0.917699993	14.619996348
0.887499988	15.169364877
0.857299984	15.630410670
0.827099979	16.050416849
0.796899974	16.493812742
0.766650021	17.017348892
0.736450016	17.627160873
0.706250012	18.269504897
0.676050007	18.865891854
0.645850003	19.373890541
0.615649998	19.749914600
0.585399985	20.014142687
0.555199981	20.177543028
0.524999976	20.293711641
0.494800001	20.367121396
0.464599997	20.418134693
0.434399992	20.449586104
0.404150009	20.475243732
0.373950005	20.498515232
0.343750000	20.515526517
0.313549995	20.533609440
0.283349991	20.545717405
0.253149986	20.559552325
0.222900003	20.570578372
0.192699999	20.584372174
0.162499994	20.594998606
0.132300004	20.604851506
0.102100000	20.615467658
0.071900003	20.625355251
0.041650001	20.635407315
0.011450000	20.643890471
-0.018750001	20.649707383
-0.048950002	20.655460047
-0.079149999	20.671357292
-0.109399997	20.671005219
-0.139599994	20.680802866
-0.169799998	20.702101987
-0.200000003	20.700605035
Jsc:	20.643890
Eff:	13.462811
Voc:	1.129150
FF:	0.577554
V_MPP:	0.887500
	0.000000
	0.000000
	0.000000
Cell Area:	0.045300
Voltage:	0.700000
Number of suns:	1.000000
