1.250000000	-79.115960648
1.219799995	-54.231838675
1.189599991	-35.272768306
1.159399986	-22.439037863
1.129150033	-12.476669489
1.098950028	-6.872759700
1.068750024	-3.644064592
1.038550019	-1.918200539
1.008350015	-0.880144083
0.978150010	-0.437772044
0.947899997	-0.225027259
0.917699993	-0.131731704
0.887499988	-0.067650219
0.857299984	-0.037950983
0.827099979	-0.022748104
0.796899974	-0.011343481
0.766650021	-0.005806482
0.736450016	-0.002392813
0.706250012	-0.000167773
0.676050007	0.001395859
0.645850003	0.002551394
0.615649998	0.003399513
0.585399985	0.004075384
0.555199981	0.004629415
0.524999976	0.005072423
0.494800001	0.005452699
0.464599997	0.005770206
0.434399992	0.006051151
0.404150009	0.006295202
0.373950005	0.006516706
0.343750000	0.006719297
0.313549995	0.006907216
0.283349991	0.007076996
0.253149986	0.007234131
0.222900003	0.007386973
0.192699999	0.007532074
0.162499994	0.007658655
0.132300004	0.007779667
0.102100000	0.007891119
0.071900003	0.007994297
0.041650001	0.008089748
0.011450000	0.008184305
-0.018750001	0.008250115
-0.048950002	0.008365189
-0.079149999	0.008465835
-0.109399997	0.008571844
-0.139599994	0.008692871
-0.169799998	0.008812028
-0.200000003	0.008969130
Jsc:	0.008184
Eff:	0.002698
Voc:	0.706250
FF:	0.466768
V_MPP:	0.494800
	0.000000
	0.000000
	0.000000
Cell Area:	0.045300
Voltage:	0.700000
Number of suns:	1.000000
