1.250000000	-36.433447054
1.219799995	-18.281691243
1.189599991	-4.379992208
1.159399986	4.258378030
1.129150033	9.582064831
1.098950028	12.846857363
1.068750024	14.959542321
1.038550019	16.451856968
1.008350015	17.584001113
0.978150010	18.410110449
0.947899997	18.993247132
0.917699993	19.401640047
0.887499988	19.680930170
0.857299984	19.869398352
0.827099979	19.988473495
0.796899974	20.066176225
0.766650021	20.114365229
0.736450016	20.143167099
0.706250012	20.163660565
0.676050007	20.177124138
0.645850003	20.185207679
0.615649998	20.193192279
0.585399985	20.198315324
0.555199981	20.203043894
0.524999976	20.206804905
0.494800001	20.212895508
0.464599997	20.217893914
0.434399992	20.222342368
0.404150009	20.238316708
0.373950005	20.231502686
0.343750000	20.247316409
0.313549995	20.241126866
0.283349991	20.255624814
0.253149986	20.250049471
0.222900003	20.253599753
0.192699999	20.256176052
0.162499994	20.272340564
0.132300004	20.264612951
0.102100000	20.280947074
0.071900003	20.272143968
0.041650001	20.277715457
0.011450000	20.283406444
-0.018750001	20.286071404
-0.048950002	20.292019379
-0.079149999	20.304114494
-0.109399997	20.308413894
-0.139599994	20.312009149
-0.169799998	20.303831808
-0.200000003	20.309031949
Jsc:	20.283406
Eff:	18.007850
Voc:	1.159400
FF:	0.765751
V_MPP:	0.978150
	0.000000
	0.000000
	0.000000
Cell Area:	0.045300
Voltage:	0.700000
Number of suns:	1.000000
