1.200000048	-28.347692518
1.170199990	-22.415392379
1.140450001	-18.691084462
1.110649943	-16.120990550
1.080850005	-13.407334081
1.051049948	-11.590599458
1.021299958	-10.182692980
0.991500020	-9.023404697
0.961700022	-8.091028767
0.931900024	-7.330315400
0.902149975	-6.718777545
0.872349977	-6.137496951
0.842549980	-5.547410661
0.812749982	-5.055791310
0.782999992	-4.571641942
0.753199995	-4.058705823
0.723399997	-3.546778125
0.693599999	-3.043515965
0.663850009	-2.544102404
0.634050012	-1.980711986
0.604250014	-1.726784512
0.574450016	-0.918635475
0.544700027	-0.253560836
0.514900029	0.409846587
0.485100001	1.079449073
0.455300003	1.778117924
0.425550014	2.530894881
0.395749986	3.298734092
0.365949988	4.089421086
0.336149991	4.911990305
0.306400001	5.755282473
0.276600003	6.605103089
0.246800005	7.455571138
0.216999993	8.281516401
0.187250003	9.083828333
0.157450005	9.860344060
0.127649993	10.593194849
0.097850002	11.263732807
0.068099998	11.864212227
0.038300000	12.399974941
0.008500000	12.872365851
-0.021299999	13.287058672
-0.051050000	13.656525162
-0.080849998	13.994593214
-0.110650003	14.310689406
-0.140450001	14.617573470
-0.170200005	14.899385350
-0.200000003	15.215351851
Jsc:	12.872366
Eff:	1.840035
Voc:	0.544700
FF:	0.262428
V_MPP:	0.246800
	0.000000
	0.000000
	0.000000
Cell Area:	0.057000
Voltage:	0.700000
Number of suns:	1.000000
