1.250000000	-122.866724879
1.219799995	-87.727163456
1.189599991	-59.598775182
1.159399986	-38.161438481
1.129150033	-22.967804992
1.098950028	-13.404849107
1.068750024	-7.025866407
1.038550019	-3.700787186
1.008350015	-2.035675613
0.978150010	-1.020937477
0.947899997	-0.545242114
0.917699993	-0.297199499
0.887499988	-0.168960264
0.857299984	-0.090586425
0.827099979	-0.050794069
0.796899974	-0.028267073
0.766650021	-0.015137190
0.736450016	-0.006564502
0.706250012	-0.002124667
0.676050007	0.000768145
0.645850003	0.002686803
0.615649998	0.004029101
0.585399985	0.005009872
0.555199981	0.005709763
0.524999976	0.006248804
0.494800001	0.006678748
0.464599997	0.007005547
0.434399992	0.007266111
0.404150009	0.007476200
0.373950005	0.007647157
0.343750000	0.007795794
0.313549995	0.007931834
0.283349991	0.008046643
0.253149986	0.008161273
0.222900003	0.008254519
0.192699999	0.008362215
0.162499994	0.008454813
0.132300004	0.008548019
0.102100000	0.008630233
0.071900003	0.008741048
0.041650001	0.008811295
0.011450000	0.008897198
-0.018750001	0.008951104
-0.048950002	0.009069159
-0.079149999	0.009152361
-0.109399997	0.009256473
-0.139599994	0.009351820
-0.169799998	0.009452793
-0.200000003	0.009546555
Jsc:	0.008897
Eff:	0.003305
Voc:	0.676050
FF:	0.549405
V_MPP:	0.494800
	0.000000
	0.000000
	0.000000
Cell Area:	0.045300
Voltage:	0.700000
Number of suns:	1.000000
