1.200000048	-39.769761395
1.170199990	-31.394210007
1.140450001	-25.461611681
1.110649943	-20.561388514
1.080850005	-17.115525624
1.051049948	-13.113707067
1.021299958	-10.204264535
0.991500020	-7.798543951
0.961700022	-5.798993363
0.931900024	-4.127829718
0.902149975	-2.732785090
0.872349977	-1.769605437
0.842549980	-0.610830619
0.812749982	0.276751738
0.782999992	1.058514292
0.753199995	1.760438496
0.723399997	2.443812902
0.693599999	3.110958476
0.663850009	3.781158930
0.634050012	4.468223268
0.604250014	5.175877800
0.574450016	5.909481204
0.544700027	6.657956666
0.514900029	7.417059111
0.485100001	8.177134748
0.455300003	8.929272697
0.425550014	9.656587632
0.395749986	10.351920010
0.365949988	11.006246623
0.336149991	11.606621883
0.306400001	12.149703444
0.276600003	12.631009316
0.246800005	13.044830044
0.216999993	13.390688732
0.187250003	13.669667839
0.157450005	13.888214118
0.127649993	14.055812356
0.097850002	14.181897297
0.068099998	14.273949139
0.038300000	14.343757485
0.008500000	14.395542900
-0.021299999	14.435164957
-0.051050000	14.465627988
-0.080849998	14.488983556
-0.110650003	14.510282454
-0.140450001	14.527497625
-0.170200005	14.538981895
-0.200000003	14.552353318
Jsc:	14.395543
Eff:	4.109361
Voc:	0.812750
FF:	0.351228
V_MPP:	0.425550
	0.000000
	0.000000
	0.000000
Cell Area:	0.057000
Voltage:	0.700000
Number of suns:	1.000000
