Time,current denity
91.01953125,0.157113101
92.01953125,0.171552764
93.0234375,0.184823
94.0234375,0.130209916
95.0234375,0.182056355
96.0234375,0.189102993
97.0234375,0.157330245
98.02734375,0.163593214
99.0234375,0.197281526
100.0234375,0.144360591
101.0234375,0.179996406
102.0273438,0.159679306
103.0234375,0.152732749
104.0273438,0.124699148
105.0234375,0.146071285
106.0273438,0.14763567
107.0234375,0.157967697
108.0234375,0.14643375
109.0273438,0.150169114
110.0234375,0.17753979
111.0351563,0.188736364
112.0273438,0.173706072
113.0234375,0.169631649
114.0234375,0.146772275
115.0273438,0.154616221
116.0273438,0.137002547
117.0273438,0.156369482
118.0273438,0.183714007
119.0273438,0.18496274
120.03125,0.197312365
121.0273438,0.154486987
122.0273438,0.193915875
123.03125,0.182187727
124.03125,0.208612289
125.0351563,0.188691114
126.03125,0.197375625
127.03125,0.175601015
128.03125,0.176266161
129.03125,0.153231058
130.03125,0.164061569
131.03125,0.160237801
132.03125,0.152575093
133.03125,0.15812116
134.03125,0.161106624
135.03125,0.139685002
136.0273438,0.158236835
137.03125,0.148745167
138.03125,0.182613772
139.03125,0.161650307
140.03125,0.162370108
141.03125,0.157241594
142.0351563,0.166138593
143.0351563,0.173505355
144.03125,0.184797178
145.0351563,0.160852875
146.0351563,0.161112463
147.0351563,0.149363592
148.0351563,0.139032275
149.0351563,0.148757801
150.0351563,0.140758912
151.0351563,0.138505348
152.0351563,0.136434707
153.0351563,0.158320489
154.0351563,0.151958189
155.0351563,0.154502941
156.0351563,0.164520312
157.0351563,0.162334048
158.0351563,0.14274599
159.0351563,0.157524712
160.0351563,0.148326535
161.0351563,0.152696226
162.0351563,0.158544356
163.0351563,0.151749762
164.0351563,0.134506325
165.0351563,0.138149019
166.0351563,0.129086911
167.0351563,0.143815644
168.0351563,0.157387337
169.0351563,0.140757709
170.0351563,0.159484941
171.0351563,0.166955885
172.0390625,0.166946377
173.0390625,0.170732193
174.0390625,0.165656402
175.0390625,0.195686189
176.0390625,0.179047855
177.0390625,0.147361095
178.0390625,0.169263129
179.0429688,0.196324012
180.0390625,0.195878416
181.0390625,0.203183973
182.0429688,0.207505824
183.0429688,0.198258243
184.0390625,0.185138704
185.0429688,0.200512311
186.0390625,0.224569854
187.1601563,0.225470358
188.0546875,0.180611407
189.0429688,0.191790588
190.0429688,0.191123038
191.0429688,0.186586674
192.0429688,0.193693817
193.046875,0.194486572
194.046875,0.203677492
195.0429688,0.210519054
196.0429688,0.196398497
197.046875,0.219048735
198.0507813,0.169465059
199.0429688,0.183328238
200.0429688,0.148207827
201.0429688,0.147834034
202.0429688,0.172273192
203.0429688,0.161720249
204.046875,0.146021964
205.0429688,0.111770479
206.0429688,0.124673542
207.0429688,0.13692949
208.046875,0.122479763
209.0429688,0.106058819
210.0429688,0.117778332
211.0429688,0.101293419
212.046875,0.110044798
213.0429688,0.113759408
214.046875,0.104550118
215.0429688,0.10946489
216.046875,0.115827304
217.046875,0.11276354
218.046875,0.112520728
219.046875,0.100467893
220.046875,0.095581903
221.046875,0.080718175
222.046875,0.078201455
223.0507813,0.082458951
224.0507813,0.10317393
225.046875,0.10591356
226.0507813,0.099439758
227.0507813,0.098610449
228.0507813,0.108764003
229.0507813,0.107341238
230.0507813,0.106053896
231.0507813,0.125201836
232.0507813,0.09196941
233.0507813,0.090961515
234.0546875,0.096014814
235.0507813,0.112771836
236.0546875,0.120587339
237.0546875,0.099867806
238.0546875,0.097451898
239.0546875,0.083283424
240.0546875,0.079282843
241.0507813,0.078460833
242.0546875,0.089441609
243.0546875,0.101544999
244.0546875,0.079820276
245.0546875,0.089070129
246.0546875,0.110051706
247.0585938,0.126241474
248.0585938,0.146651604
249.0585938,0.126646383
250.0585938,0.129582804
251.0625,0.138694172
252.0625,0.140193416
253.0625,0.120350386
254.0625,0.112750136
255.0625,0.127142904
256.0585938,0.116803753
257.0625,0.115888991
258.0625,0.119646425
259.0625,0.11803093
260.0625,0.108217617
261.0625,0.095093236
262.0625,0.095245208
263.0625,0.104453398
264.0625,0.097511817
265.0625,0.091999364
266.0625,0.092807518
267.0625,0.100930552
268.0625,0.118909642
269.0625,0.093778581
270.0625,0.087606955
271.0664063,0.106562392
272.0625,0.127222436
273.0664063,0.09643395
274.0664063,0.108241558
275.0703125,0.108428532
276.0703125,0.12686803
277.0703125,0.11226188
278.0664063,0.122089831
279.0703125,0.12034244
280.0703125,0.122160184
281.0703125,0.100611497
282.0703125,0.113884437
283.0703125,0.119748994
284.0703125,0.138120021
285.0703125,0.136872634
286.0703125,0.115059692
287.0703125,0.133384081
288.0703125,0.114128072
289.0703125,0.156684487
290.0703125,0.152028614
291.0742188,0.146339528
292.0703125,0.121687656
293.0703125,0.131351289
294.0742188,0.139971266
295.0742188,0.151656558
296.0742188,0.126140848
297.078125,0.123810959
298.078125,0.123497187
299.0742188,0.128011706
300.078125,0.155186486
301.0742188,0.115450817
302.078125,0.114898623
303.078125,0.123328387
304.0742188,0.124644955
305.078125,0.118663212
306.078125,0.126428191
307.078125,0.129076508
308.078125,0.132958982
309.078125,0.135481294
310.078125,0.137443054
311.078125,0.162463045
312.078125,0.135842598
313.078125,0.137992699
314.078125,0.110548103
315.078125,0.126964483
316.078125,0.124730943
317.078125,0.119198712
318.078125,0.145251412
319.078125,0.140596886
320.078125,0.134041198
321.078125,0.143484264
322.078125,0.149313922
323.078125,0.137147518
324.078125,0.147071213
325.078125,0.118317194
326.078125,0.130616603
327.0820313,0.159267745
328.078125,0.144586349
329.078125,0.148592352
330.0820313,0.149724022
331.0820313,0.146131111
332.0820313,0.158146488
333.0820313,0.167652054
334.0820313,0.174070275
335.0820313,0.159419481
336.0820313,0.192275801
337.0820313,0.164126905
338.0820313,0.152521238
339.0820313,0.166922662
340.0820313,0.165617299
341.0859375,0.175589441
342.0859375,0.195740691
343.0820313,0.184129771
344.0820313,0.167099777
345.0820313,0.172069247
346.0859375,0.146438664
347.0859375,0.142824885
348.0859375,0.173336627
349.0859375,0.178324034
350.0859375,0.158138491
351.0859375,0.144096079
352.0859375,0.146306408
353.0859375,0.146767238
354.0859375,0.127479115
355.0898438,0.161399127
356.0859375,0.141740943
357.0898438,0.135960565
358.0898438,0.153581856
359.0898438,0.133256471
360.0898438,0.140803772
361.0898438,0.141473316
362.0898438,0.135277986
363.0898438,0.131705202
364.0898438,0.127850287
365.0898438,0.123493044
366.0898438,0.159881544
367.0898438,0.164011158
368.0898438,0.137813558
369.0898438,0.155480459
370.0898438,0.138967092
371.0898438,0.142609037
372.0898438,0.145073043
373.0898438,0.14580777
374.0898438,0.11781245
375.0898438,0.138789781
376.0898438,0.125580317
377.09375,0.125036234
378.0898438,0.135501205
379.0898438,0.136031422
380.09375,0.140392365
381.09375,0.186788749
382.09375,0.154533234
383.09375,0.164645773
384.09375,0.165018426
385.09375,0.162763669
386.09375,0.153337739
387.09375,0.165251935
388.09375,0.157243887
389.09375,0.163941792
390.09375,0.186713852
391.0976563,0.168127902
392.0976563,0.156536904
393.0976563,0.165544232
394.0976563,0.176861775
395.0976563,0.161176628
396.0976563,0.1439284
397.1015625,0.171422101
398.0976563,0.166390441
399.0976563,0.158670291
400.0976563,0.156153869
401.0976563,0.147822459
402.0976563,0.158284943
403.0976563,0.134802518
404.0976563,0.147294483
405.0976563,0.141178901
406.0976563,0.166909782
407.0976563,0.162697253
408.0976563,0.151962208
409.0976563,0.15806417
410.0976563,0.1536971
411.1015625,0.158135325
412.1015625,0.140032675
413.1015625,0.160268105
414.1015625,0.140055475
415.1015625,0.15603144
416.1015625,0.159595014
417.1015625,0.14782248
418.1015625,0.146052699
419.1015625,0.154962054
420.1015625,0.153672614
421.1054688,0.140456438
422.1054688,0.140089017
423.1054688,0.144578259
424.1054688,0.161203447
425.1054688,0.170495558
426.1054688,0.16382438
427.1054688,0.182513752
428.1054688,0.158694581
429.1054688,0.119546992
430.1015625,0.134918553
431.1054688,0.135836111
432.1054688,0.12894565
433.1054688,0.124569472
434.1054688,0.118357304
435.1054688,0.116537535
436.1054688,0.12392209
437.1054688,0.134516131
438.1054688,0.126603374
439.1054688,0.124701225
440.1054688,0.116296357
441.1054688,0.116281411
442.1054688,0.116033192
443.1054688,0.119732382
444.1054688,0.128467839
445.1054688,0.124232963
446.1054688,0.115829874
447.1054688,0.112925956
448.1054688,0.11692573
449.1054688,0.129800401
450.1054688,0.13468343
451.1054688,0.121717076
452.1054688,0.113201447
453.109375,0.121987067
454.109375,0.115817343
455.109375,0.127279169
456.109375,0.117586465
457.109375,0.132765286
458.109375,0.115482118
459.109375,0.110714209
460.109375,0.110653046
461.109375,0.096932475
462.109375,0.103075616
463.109375,0.097950145
464.109375,0.111297375
465.109375,0.094375131
466.109375,0.098355106
467.109375,0.101607427
468.109375,0.10586906
469.109375,0.105823532
470.109375,0.132852795
471.109375,0.116908512
472.109375,0.114725475
473.1132813,0.115779185
474.109375,0.129223834
475.109375,0.113821928
476.109375,0.10958737
477.109375,0.110498905
478.1132813,0.105054101
479.1132813,0.117293561
480.1132813,0.094872977
481.1132813,0.105829874
482.1132813,0.101550591
483.1132813,0.102530351
484.1171875,0.104320803
485.1171875,0.108593836
486.1171875,0.109748275
487.1171875,0.114574418
488.1171875,0.128526966
489.1171875,0.146967143
490.1171875,0.141661287
491.1171875,0.13092724
492.1210938,0.125437864
493.1171875,0.127795775
494.1171875,0.140382805
495.1210938,0.140541994
496.1171875,0.121729812
497.1171875,0.117380649
498.1171875,0.129196892
499.1171875,0.109034251
500.1210938,0.104811392
501.1210938,0.109827212
502.1210938,0.128187116
503.1210938,0.123488768
504.1210938,0.118995538
505.125,0.134060297
506.125,0.120833646
507.1210938,0.117634738
508.1210938,0.135152062
509.125,0.127604556
510.125,0.127051622
511.1210938,0.151225127
512.125,0.147910585
513.1210938,0.146204127
514.1210938,0.158355913
515.125,0.137036418
516.125,0.142497082
517.1210938,0.149189766
518.125,0.13528034
519.125,0.132057676
520.1210938,0.121395574
521.1210938,0.107793947
522.125,0.130457333
523.125,0.122498267
524.125,0.128266885
525.125,0.134471868
526.125,0.108636579
527.125,0.116207697
528.125,0.11139944
529.1210938,0.106335091
530.125,0.120676914
531.125,0.128485571
532.125,0.132342223
533.125,0.12990922
534.1289063,0.119512802
535.125,0.136974185
536.125,0.154231171
537.125,0.145962805
538.125,0.13304642
539.1289063,0.132178666
540.125,0.11915708
541.125,0.126998991
542.125,0.128933932
543.1289063,0.122853043
544.125,0.121336807
545.1289063,0.136144311
546.1289063,0.124627891
547.1289063,0.134248073
548.1289063,0.146514197
549.1289063,0.138054725
550.1289063,0.139263882
551.1289063,0.133401854
552.1289063,0.136562142
553.1289063,0.139060019
554.1289063,0.124971041
555.1328125,0.146584293
556.1328125,0.134382827
557.1328125,0.127388337
558.1328125,0.140736019
559.1328125,0.146275199
560.1328125,0.137618484
561.1328125,0.144528949
562.1328125,0.142151362
563.1328125,0.140550207
564.1328125,0.138984537
565.1328125,0.136679277
566.1289063,0.134984763
567.1328125,0.147995997
568.1328125,0.149357178
569.1328125,0.147330133
570.1328125,0.138415978
571.1328125,0.130396108
572.1328125,0.136078892
573.1328125,0.154718461
574.1328125,0.166565737
575.1328125,0.161119813
576.1367188,0.177250279
577.1328125,0.120935485
578.1328125,0.116669678
579.1328125,0.115970055
580.1367188,0.12616703
581.1367188,0.117216907
582.1367188,0.131327287
583.1367188,0.138177668
584.1367188,0.15462427
585.1367188,0.150256994
586.1367188,0.15984386
587.1367188,0.165386031
588.140625,0.137388603
589.140625,0.135486434
590.140625,0.130114152
591.140625,0.143236929
592.140625,0.149830004
593.1445313,0.144703721
594.140625,0.142267829
595.140625,0.14401041
596.140625,0.144316122
597.140625,0.146697121
598.140625,0.162772746
599.140625,0.157712663
600.140625,0.142544553
601.140625,0.148162967
602.140625,0.150080001
603.140625,0.146219505
604.140625,0.151561072
605.1484375,0.154484684
606.140625,0.155960203
607.140625,0.158202162
608.1445313,0.162151504
609.140625,0.157511041
610.140625,0.158719334
611.140625,0.172493626
612.140625,0.166272915
613.140625,0.166250239
614.140625,0.179960386
615.140625,0.165291336
616.140625,0.177381527
617.140625,0.167868478
618.1445313,0.159689708
619.140625,0.146986129
620.140625,0.161763073
621.140625,0.163535587
622.140625,0.153835267
623.140625,0.148026096
624.1445313,0.144479268
625.1445313,0.150005382
626.140625,0.154426636
627.140625,0.152454021
628.1445313,0.171473365
629.1445313,0.163428907
630.140625,0.17280898
631.140625,0.179907467
632.1445313,0.164514103
633.1445313,0.174218916
634.1445313,0.163982293
635.1445313,0.161603319
636.1445313,0.143363747
637.1445313,0.160497852
638.1445313,0.178385855
639.1445313,0.174503741
640.1445313,0.165340904
641.1445313,0.181635616
642.1484375,0.171265698
643.1484375,0.16544706
644.1445313,0.181813924
645.1445313,0.167176535
646.1484375,0.184515849
647.1484375,0.169390574
648.1484375,0.174524197
649.1484375,0.177537467
650.1523438,0.195766411
651.1484375,0.16731354
652.1484375,0.176059296
653.1484375,0.203561334
654.1484375,0.18438349
655.1523438,0.204372612
656.1601563,0.202552483
657.1484375,0.203556482
658.1523438,0.209784131
659.1484375,0.196048316
660.1523438,0.224284844
661.1523438,0.188227735
662.1523438,0.177275751
663.1523438,0.185228855
664.1523438,0.184696583
665.1523438,0.212388236
666.1523438,0.21178337
667.1523438,0.219162159
668.1523438,0.205929422
669.1523438,0.207192341
670.1523438,0.208642038
671.1523438,0.206427443
672.1523438,0.207675765
673.1523438,0.213917312
674.1523438,0.203367853
675.1523438,0.168518893
676.1523438,0.204786568
677.1523438,0.206358735
678.1523438,0.210251889
679.15625,0.22066864
680.1523438,0.225210225
681.171875,0.244997026
682.1523438,0.230432519
683.1679688,0.202235916
684.171875,0.235444946
685.1523438,0.238931526
686.21875,0.21740934
687.1640625,0.234336405
688.1523438,0.245197888
689.1523438,0.227621796
690.1679688,0.214836813
691.1523438,0.209518591
692.15625,0.208835498
693.15625,0.224608196
694.15625,0.216039576
695.1640625,0.222864464
696.21875,0.210719298
697.15625,0.2242538
698.15625,0.22527219
699.15625,0.230666172
700.1640625,0.225770293
701.15625,0.22714972
702.1601563,0.221190263
703.171875,0.22292684
704.1601563,0.215474409
705.1601563,0.199705885
706.15625,0.205831541
707.15625,0.203492811
708.1601563,0.190646583
709.1601563,0.221482941
710.15625,0.192743888
711.15625,0.192931016
712.15625,0.205950084
713.1601563,0.189100999
714.1601563,0.194375101
715.15625,0.183982178
716.1679688,0.190310423
717.2226563,0.196513134
718.1679688,0.199847289
719.1679688,0.223041169
720.2226563,0.193278032
721.1679688,0.195315798
722.1601563,0.200959325
723.1601563,0.185884996
724.1679688,0.209522456
725.1601563,0.202289636
726.1640625,0.200181147
727.1601563,0.194088796
728.1601563,0.187384035
729.1601563,0.194230715
730.1679688,0.217968277
731.1640625,0.218135216
732.1601563,0.222371315
733.1601563,0.210334352
734.1601563,0.21458221
735.1601563,0.207046392
736.1640625,0.223217791
737.1601563,0.212531594
738.1601563,0.208182482
739.1640625,0.22197097
740.1601563,0.209843773
741.1640625,0.219693013
742.1601563,0.220432294
743.1640625,0.220276744
744.1796875,0.233088577
745.1640625,0.22851311
746.1601563,0.238846432
747.1640625,0.257588014
748.1640625,0.243900944
749.1640625,0.251008868
750.1640625,0.287894217
751.1640625,0.265010779
752.1640625,0.258209513
753.1640625,0.242201188
754.1640625,0.27315356
755.1640625,0.26741725
756.1640625,0.252626224
757.1640625,0.26864308
758.1640625,0.26136279
759.1640625,0.277501356
760.1640625,0.244506037
761.1640625,0.252884589
762.1640625,0.254563662
763.1679688,0.243184484
764.1679688,0.256473922
765.1640625,0.238555173
766.1640625,0.232493476
767.1679688,0.23359513
768.1679688,0.232086942
769.1679688,0.234932452
770.1679688,0.228757331
771.1679688,0.258645343
772.1679688,0.2416301
773.1640625,0.253459213
774.1679688,0.247339683
775.1679688,0.260922848
776.1679688,0.286116111
777.1679688,0.255285921
778.234375,0.203687731
779.1679688,0.217904277
780.171875,0.22111771
781.171875,0.218953135
782.1757813,0.217174967
783.2304688,0.238008633
784.1679688,0.228431429
785.1679688,0.247603003
786.1679688,0.236670612
787.1679688,0.228752211
788.171875,0.231586948
789.1835938,0.214403059
790.1796875,0.229004018
791.1835938,0.209212632
792.1757813,0.206247428
793.1757813,0.219699818
794.171875,0.203693919
795.171875,0.196645061
796.1757813,0.217769205
797.1835938,0.22519865
798.1914063,0.233641326
799.1953125,0.227201693
800.171875,0.23192539
801.171875,0.242298802
802.1757813,0.236385335
803.171875,0.243729893
804.171875,0.273050025
805.171875,0.272484118
806.171875,0.261139458
807.1757813,0.246929182
808.171875,0.262163378
809.1757813,0.271501686
810.171875,0.22980364
811.171875,0.245178994
812.171875,0.224615433
813.171875,0.239186293
814.1875,0.21449465
815.1875,0.229358455
816.1757813,0.229626359
817.1757813,0.23116666
818.1757813,0.259141164
819.171875,0.228999906
820.1757813,0.246446765
821.1757813,0.261914552
822.2421875,0.221059281
823.1875,0.252764812
824.1757813,0.272310785
825.1757813,0.241814946
826.1796875,0.241135697
827.1757813,0.262814564
828.1992188,0.230947892
829.1796875,0.238161489
830.1757813,0.234563089
831.1796875,0.225253749
832.1992188,0.223401095
833.1796875,0.230798716
834.1796875,0.237134485
835.1796875,0.238690801
836.1796875,0.242773674
837.1796875,0.237595829
838.1796875,0.232797194
839.1796875,0.246357498
840.1835938,0.242106616
841.1796875,0.282911395
842.1796875,0.261645538
843.1796875,0.251243117
844.1796875,0.267735339
845.1796875,0.264254002
846.1796875,0.26608217
847.1796875,0.267080371
848.1796875,0.245002413
849.1796875,0.257585527
850.1835938,0.260528198
851.1796875,0.232926572
852.1796875,0.246444154
853.1796875,0.236152135
854.1835938,0.257798806
855.1796875,0.244276351
856.1835938,0.273378311
857.1835938,0.281521524
858.1796875,0.28231541
859.1835938,0.273318957
860.1835938,0.251568093
861.1796875,0.303413053
862.1835938,0.264423696
863.1835938,0.295072103
864.1835938,0.246575999
865.1835938,0.260917503
866.1835938,0.270926609
867.1835938,0.311429314
868.1835938,0.327986112
869.1835938,0.302129637
870.1835938,0.312365448
871.1835938,0.301955194
872.1875,0.267112484
873.1835938,0.302209817
874.1835938,0.25590855
875.1875,0.263948536
876.1875,0.271240463
877.1875,0.261375804
878.1875,0.253412811
879.1875,0.253583574
880.1875,0.250020145
881.1914063,0.262569953
882.1914063,0.271611183
883.1953125,0.275476028
884.1914063,0.274071478
885.1914063,0.246702519
886.1953125,0.233588531
887.1953125,0.262563703
888.1992188,0.262852166
889.1992188,0.247408802
890.1953125,0.255965889
891.1953125,0.242630419
892.1992188,0.220928218
893.1992188,0.224562822
894.1992188,0.237371879
895.1992188,0.257979828
896.1992188,0.255959536
897.1992188,0.242343477
898.203125,0.242677026
899.1992188,0.245542004
900.1992188,0.252778998
901.1992188,0.250806917
902.1992188,0.261417128
903.1992188,0.277319347
904.203125,0.273685647
905.1992188,0.285096857
906.203125,0.233787912
907.1992188,0.252113976
908.1992188,0.267123524
909.203125,0.284439709
910.1992188,0.268579553
911.203125,0.269180143
912.203125,0.284708868
913.2773438,0.230177957
914.203125,0.229950266
915.2148438,0.215641821
916.2148438,0.244852127
917.203125,0.228376619
918.2070313,0.233646116
919.2070313,0.241007635
920.2070313,0.231276445
921.203125,0.233413944
922.2070313,0.233729195
923.2070313,0.260542877
924.2070313,0.225115715
925.2070313,0.252773837
926.2070313,0.248305915
927.2070313,0.265070338
928.2070313,0.227415774
929.2070313,0.258117491
930.2070313,0.249907522
931.2109375,0.254507207
932.2070313,0.242781692
933.2070313,0.265028788
934.2109375,0.279011415
935.2070313,0.248942915
936.2109375,0.257794057
937.2109375,0.26815133
938.2109375,0.273972281
939.2109375,0.254004355
940.2109375,0.249025562
941.2070313,0.253020216
942.2109375,0.252892627
943.2109375,0.252448738
944.2109375,0.262480809
945.2109375,0.257112382
946.2109375,0.270486112
947.2109375,0.252703752
948.2109375,0.307495905
949.2109375,0.275165463
950.2109375,0.271085058
951.2070313,0.275234603
952.2070313,0.255141987
953.2070313,0.289335403
954.2109375,0.269186023
955.2109375,0.270881894
956.2109375,0.263287462
957.2109375,0.305257873
958.2109375,0.302148592
959.2109375,0.289923781
960.2109375,0.300962893
961.2109375,0.289382627
962.2109375,0.262564895
963.2109375,0.264792771
964.2109375,0.274291048
965.2109375,0.294236606
966.2070313,0.272564051
967.2109375,0.259299448
968.2109375,0.285262234
969.2109375,0.260847212
970.2109375,0.268327048
971.2109375,0.226149422
972.2109375,0.22507873
973.2148438,0.235161869
974.2148438,0.233395009
975.2148438,0.228056968
976.2148438,0.241609068
977.2148438,0.246982347
978.2148438,0.249850081
979.2148438,0.254127791
980.2148438,0.248155402
981.2148438,0.240972027
982.2148438,0.242361815
983.2148438,0.259737457
984.2148438,0.247342849
985.2148438,0.252393208
986.21875,0.268574372
987.2148438,0.245842001
988.2148438,0.280409714
989.2148438,0.259464413
990.2148438,0.249391553
991.21875,0.258600422
992.2148438,0.252958827
993.2148438,0.257282096
994.21875,0.26702005
995.2148438,0.285665992
996.21875,0.304128115
997.21875,0.292121825
998.21875,0.287919196
999.2148438,0.295844772
1000.21875,0.275959514
1001.21875,0.319076315
1002.214844,0.268030772
1003.214844,0.250878442
1004.21875,0.249420973
1005.21875,0.241979336
1006.214844,0.256254846
1007.21875,0.241597946
1008.21875,0.249809826
1009.214844,0.244163133
1010.214844,0.251351011
1011.214844,0.244443229
1012.21875,0.259251813
1013.21875,0.282411071
1014.21875,0.269978963
1015.21875,0.271510978
1016.214844,0.270356221
1017.21875,0.259913463
1018.214844,0.246677087
1019.214844,0.249398564
1020.21875,0.239460406
1021.214844,0.235788199
1022.21875,0.255060964
1023.214844,0.239953452
1024.21875,0.260365802
1025.21875,0.248935678
1026.214844,0.235525455
1027.21875,0.253695744
1028.21875,0.269050436
1029.21875,0.295361944
1030.21875,0.247956576
1031.21875,0.251467272
1032.21875,0.251750225
1033.21875,0.243344638
1034.21875,0.240086818
1035.21875,0.27573871
1036.21875,0.239526771
1037.21875,0.227834705
1038.21875,0.247469451
1039.21875,0.235389889
1040.222656,0.240152032
1041.21875,0.228658976
1042.21875,0.253332672
1043.21875,0.248477685
1044.21875,0.254802887
1045.222656,0.256304537
1046.222656,0.273881965
1047.222656,0.299075721
1048.222656,0.28231101
1049.222656,0.272524229
1050.222656,0.269594654
1051.234375,0.222216527
1052.230469,0.228824476
1053.222656,0.24148925
1054.222656,0.27048675
1055.222656,0.246932101
1056.222656,0.260332867
1057.222656,0.249686472
1058.222656,0.226752047
1059.222656,0.251467642
1060.222656,0.240562204
1061.222656,0.251086889
1062.222656,0.242257211
1063.226563,0.24389344
1064.226563,0.263738978
1065.226563,0.260894662
1066.222656,0.283609085
1067.222656,0.235259607
1068.222656,0.268341973
1069.226563,0.251477634
1070.226563,0.229380577
1071.226563,0.231532199
1072.226563,0.249084875
1073.226563,0.24794677
1074.226563,0.24176396
1075.226563,0.277643398
1076.226563,0.27952798
1077.226563,0.25791959
1078.226563,0.274231756
1079.230469,0.262236918
1080.226563,0.27616459
1081.226563,0.257529483
1082.230469,0.275082056
1083.230469,0.234377215
1084.226563,0.23837189
1085.230469,0.234255053
1086.230469,0.26820026
1087.230469,0.276396947
1088.230469,0.276315554
1089.230469,0.282562138
1090.230469,0.264914974
1091.230469,0.259448747
1092.230469,0.266521906
1093.230469,0.260294401
1094.230469,0.247118098
1095.230469,0.267664493
1096.230469,0.295781759
1097.230469,0.285637106
1098.230469,0.298692687
1099.230469,0.299010405
1100.230469,0.282780948
1101.234375,0.264045287
1102.230469,0.266679491
1103.230469,0.271754479
1104.230469,0.264069752
1105.230469,0.261519922
1106.230469,0.26849777
1107.230469,0.248826736
1108.234375,0.24314721
1109.230469,0.256577807
1110.234375,0.260724269
1111.234375,0.271269348
1112.234375,0.252688312
1113.234375,0.265900428
1114.234375,0.278262676
1115.234375,0.287299445
1116.234375,0.287187954
1117.234375,0.281816875
1118.230469,0.272659548
1119.234375,0.283612991
1120.234375,0.286338518
1121.234375,0.290985057
1122.238281,0.260861068
1123.234375,0.273100189
1124.234375,0.268445755
1125.234375,0.311961422
1126.234375,0.301883093
1127.238281,0.309488298
1128.234375,0.29603373
1129.234375,0.301053641
1130.234375,0.296312284
1131.234375,0.302104781
1132.238281,0.306903642
1133.234375,0.302626322
1134.238281,0.301369961
1135.234375,0.31584917
1136.234375,0.293210835
1137.238281,0.312376426
1138.238281,0.295387252
1139.238281,0.268041134
1140.238281,0.277939263
1141.238281,0.284883455
1142.238281,0.28905175
1143.238281,0.290971591
1144.238281,0.265732009
1145.238281,0.275657399
1146.238281,0.28075124
1147.242188,0.26405495
1148.242188,0.271121385
1149.238281,0.27505354
1150.238281,0.297391651
1151.238281,0.281986486
1152.238281,0.282023452
1153.242188,0.272681957
1154.242188,0.302092425
1155.238281,0.295122699
1156.238281,0.286956747
1157.238281,0.290118207
1158.238281,0.279467516
1159.242188,0.287763318
1160.242188,0.287292332
1161.238281,0.283760276
1162.242188,0.280858887
1163.238281,0.267837867
1164.238281,0.278958393
1165.238281,0.271372801
1166.242188,0.272509611
1167.242188,0.265237195
1168.238281,0.280568224
1169.242188,0.290972351
1170.242188,0.298631297
1171.242188,0.285024387
1172.242188,0.280061691
1173.242188,0.303135733
1174.246094,0.317043339
1175.246094,0.280470322
1176.242188,0.325639837
1177.242188,0.303304378
1178.242188,0.308609442
1179.242188,0.315206516
1180.242188,0.320130293
1181.242188,0.292994411
1182.246094,0.303737721
1183.246094,0.276339094
1184.242188,0.281893334
1185.246094,0.246623839
1186.242188,0.268153077
1187.246094,0.28426539
1188.246094,0.270627826
1189.242188,0.263090507
1190.242188,0.281792636
1191.246094,0.255800183
