voltage,Current
2.000499964,-303.0743481
1.980499983,-293.4193192
1.960500002,-283.3205806
1.940500021,-272.9639657
1.92050004,-262.4527051
1.900500059,-251.8645064
1.880499959,-241.2241383
1.860499978,-230.6038899
1.840499997,-220.0324088
1.820500016,-209.7179113
1.800500035,-199.3353579
1.780500054,-189.0831588
1.760499954,-178.9762615
1.740499973,-169.0293824
1.720499992,-158.7971183
1.700500011,-149.4879103
1.680500031,-140.3201556
1.66050005,-131.3246571
1.640499949,-122.5649064
1.620499969,-114.0500935
1.600499988,-105.9349026
1.580500007,-97.98061503
1.560500026,-90.30874911
1.540500045,-82.95392541
1.520499945,-75.91270341
1.500499964,-69.20281675
1.480499983,-62.8257355
1.460500002,-56.78767492
1.440500021,-51.09423448
1.42050004,-45.7459876
1.400500059,-40.74433895
1.380499959,-36.15784467
1.360499978,-31.83586523
1.340499997,-27.84181717
1.320500016,-24.18067845
1.300500035,-20.84170999
1.280500054,-17.82529087
1.260499954,-15.18301904
1.240499973,-12.76746654
1.220499992,-10.63740481
1.200500011,-8.78846396
1.180500031,-7.202996957
1.16050005,-5.88128426
1.140499949,-4.748604068
1.120499969,-3.804769973
1.100499988,-3.024034947
1.080500007,-2.379979927
1.060500026,-1.85236825
1.040500045,-1.484186515
1.020499945,-1.089740256
1.000499964,-0.808822568
0.980499983,-0.595048499
0.960500002,-0.435528931
0.940500021,-0.313421676
0.92049998,-0.223633036
0.9005,-0.15615331
0.880500019,-0.109454869
0.860499978,-0.076595923
0.840499997,-0.053189002
0.820500016,-0.036621391
0.800499976,-0.024941823
0.780499995,-0.016733714
0.760500014,-0.010597051
0.740499973,-0.006669969
0.720499992,-0.003901845
0.700500011,-0.001891841
0.680499971,-0.000430444
0.66049999,0.000626584
0.640500009,0.00139671
0.620500028,0.001956994
0.600499988,0.002377116
0.580500007,0.002688777
0.560500026,0.002922148
0.540499985,0.003104523
0.520500004,0.003239878
0.500500023,0.003350954
0.480500013,0.003437639
0.460500002,0.003507664
0.440499991,0.00356217
0.42050001,0.003608497
0.4005,0.003645112
0.380499989,0.00367574
0.360500008,0.003701077
0.340499997,0.003721528
0.320499986,0.003738566
0.300500005,0.003755786
0.280499995,0.003767313
0.260500014,0.003776832
0.240500003,0.003787894
0.220500007,0.003796854
0.200499997,0.003803975
0.180500001,0.003810841
0.160500005,0.003817091
0.140499994,0.003823815
0.120499998,0.003827818
0.100500003,0.00383282
0.080499999,0.003839221
0.0605,0.003843201
0.0405,0.003847911
0.020500001,0.003852689
0.0005,0.003856708
-0.0195,0.003849911
-0.039500002,0.003866036
-0.059500001,0.003870638
-0.079499997,0.003873122
-0.0995,0.003876322
-0.119499996,0.003880095
-0.139500007,0.003882812
-0.159500003,0.003885925
-0.179499999,0.003888344
-0.199499995,0.003891571
-0.219500005,0.003892264
-0.239500001,0.003897417
-0.259499997,0.003900351
-0.279500008,0.00390364
-0.299499989,0.003905849
-0.319499999,0.003909797
-0.33950001,0.003913018
-0.359499991,0.003914454
-0.379500002,0.003920684
-0.399500012,0.003924681
-0.419499993,0.003928403
-0.439500004,0.003931917
-0.459500015,0.003937907
-0.479499996,0.003942995
-0.499500006,0.003946951
-0.519500017,0.00395384
-0.539499998,0.003959096
-0.559499979,0.003965806
-0.57950002,0.003969837
-0.5995,0.003979299
-0.619499981,0.003985887
-0.639500022,0.003992998
-0.659500003,0.004001217
