V,J
1.200000048,-25.689415325
1.170199990,-16.655958983
1.140450001,-10.112493384
1.110649943,-6.033277379
1.080850005,-3.543772021
1.051049948,-2.057375152
1.021299958,-1.188288035
0.991500020,-0.690977296
0.961700022,-0.402142338
0.931900024,-0.233856787
0.902149975,-0.13130119
0.872349977,-0.078918682
0.842549980,-0.046552537
0.812749982,-0.027384464
0.782999992,-0.014991492
0.753199995,-0.00844872
0.723399997,-0.004467312
0.693599999,-0.001915886
0.663850009,-0.000247927
0.634050012,0.00089693
0.604250014,0.001701137
0.574450016,0.002310697
0.544700027,0.002766901
0.514900029,0.003132253
0.485100001,0.003431208
0.455300003,0.003686387
0.425550014,0.003901599
0.395749986,0.004082143
0.365949988,0.004273706
0.336149991,0.004435225
0.306400001,0.004580116
0.276600003,0.004701511
0.246800005,0.004842495
0.216999993,0.004953966
0.187250003,0.005064292
0.157450005,0.005176355
0.127649993,0.005294442
0.097850002,0.005414298
0.068099998,0.005515165
0.038300000,0.005647893
0.008500000,0.00577621
-0.021299999,0.005869116
-0.051050000,0.006020421
-0.080849998,0.006144349
-0.110650003,0.006269682
-0.140450001,0.006408361
-0.170200005,0.006535957
-0.200000003,0.00667127
Jsc:,0.005776
Eff:,0.001678
Voc:,0.66385
FF:,0.437709
V_MPP:,0.4553
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
