V,J
1.200000048,-1.625e-05
1.170199990,-5.247e-05
1.140450001,9.069e-06
1.110649943,6.217e-06
1.080850005,1.1432e-05
1.051049948,1.9163e-05
1.021299958,1.194e-06
0.991500020,1.4718e-05
0.961700022,3.1115e-05
0.931900024,2.7794e-05
0.902149975,1.0981e-05
0.872349977,8.966e-06
0.842549980,-8.1413e-05
0.812749982,-3.3064e-05
0.782999992,8.942e-06
0.753199995,2.444e-05
0.723399997,2.7702e-05
0.693599999,3.628e-06
0.663850009,1.7704e-05
0.634050012,6.643e-06
0.604250014,9.835e-06
0.574450016,2.0796e-05
0.544700027,1.869e-05
0.514900029,2.6952e-05
0.485100001,2.0475e-05
0.455300003,1.3634e-05
0.425550014,8.567e-06
0.395749986,8.232e-06
0.365949988,1.7679e-05
0.336149991,1.0577e-05
0.306400001,1.2087e-05
0.276600003,1.6833e-05
0.246800005,9.866e-06
0.216999993,1.6646e-05
0.187250003,1.6191e-05
0.157450005,3.638e-06
0.127649993,1.4255e-05
0.097850002,1.4079e-05
0.068099998,1.075e-05
0.038300000,9.623e-06
0.008500000,1.8036e-05
-0.021299999,7.929e-06
-0.051050000,2.5264e-05
-0.080849998,1.3321e-05
-0.110650003,2.5691e-05
-0.140450001,1.9772e-05
-0.170200005,4.744e-06
-0.200000003,5.697e-06
Jsc:,1.8e-05
Eff:,3e-05
Voc:,1.0213
FF:,1.624465
V_MPP:,0.9617
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
