V,J
-0.200000003,0.004569721
-0.170200005,0.004040899
-0.140450001,0.003923427
-0.110650003,0.003814937
-0.080849998,0.003731426
-0.051050000,0.003648047
-0.021299999,0.003566923
0.008500000,0.003534362
0.038300000,0.003408837
0.068099998,0.003334446
0.097850002,0.003257076
0.127649993,0.003168068
0.157450005,0.003084126
0.187250003,0.002992526
0.216999993,0.002896647
0.246800005,0.002794034
0.276600003,0.002685148
0.306400001,0.002561909
0.336149991,0.002435304
0.365949988,0.002302514
0.395749986,0.002149007
0.425550014,0.001973101
0.455300003,0.001800182
0.485100001,0.001561998
0.514900029,0.001286626
0.544700027,0.000948695
0.574450016,0.000521404
0.604250014,-6.4579e-05
0.634050012,-0.00086328
0.663850009,-0.002047375
0.693599999,-0.003890304
0.723399997,-0.007020264
0.753199995,-0.012562562
0.782999992,-0.020802332
0.812749982,-0.039824627
0.842549980,-0.071971438
0.872349977,-0.128033565
0.902149975,-0.221880348
0.931900024,-0.392739126
0.961700022,-0.688806876
0.991500020,-1.212070539
1.021299958,-2.135674897
1.051049948,-3.710746735
1.080850005,-6.326774411
1.110649943,-10.327486528
1.140450001,-16.019368908
1.170199990,-23.60117116
1.200000048,-32.996499261
Jsc:,0.003534
Eff:,0.00085
Voc:,0.60425
FF:,0.398227
V_MPP:,0.39575
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
