V,J
1.200000048,-45.212416418
1.170199990,-30.024151398
1.140450001,-21.10736351
1.110649943,-12.764991436
1.080850005,-7.732833143
1.051049948,-4.582843979
1.021299958,-2.640480033
0.991500020,-1.704109582
0.961700022,-0.875909411
0.931900024,-0.478270819
0.902149975,-0.267172722
0.872349977,-0.171596373
0.842549980,-0.090524778
0.812749982,-0.052725511
0.782999992,-0.031475089
0.753199995,-0.023060173
0.723399997,-0.014462689
0.693599999,-0.007185448
0.663850009,-0.003910274
0.634050012,-0.001780537
0.604250014,-0.000329644
0.574450016,0.000799843
0.544700027,0.001679258
0.514900029,0.002385624
0.485100001,0.003015353
0.455300003,0.003568452
0.425550014,0.004079785
0.395749986,0.004521294
0.365949988,0.004963705
0.336149991,0.005352238
0.306400001,0.005724459
0.276600003,0.006096678
0.246800005,0.006424076
0.216999993,0.006755971
0.187250003,0.007071611
0.157450005,0.007354457
0.127649993,0.007637935
0.097850002,0.007896136
0.068099998,0.008158342
0.038300000,0.008419646
0.008500000,0.008674853
-0.021299999,0.008907015
-0.051050000,0.009181889
-0.080849998,0.009443287
-0.110650003,0.009703647
-0.140450001,0.009965939
-0.170200005,0.010260193
-0.200000003,0.010554835
Jsc:,0.008675
Eff:,0.001816
Voc:,0.60425
FF:,0.346536
V_MPP:,0.36595
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
