Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
1.1524229709770295,20.797108968,0.767191963107263,18.387340494736918,5.584745057738499,8414.256138810866,deviceC_LIV1,Reverse
