Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
0.6825807769945231,0.007515349515737301,0.447154459254285,0.0022938277511883698,26725.49414872544,292597.05865885445,deviceL_LIV2,Forward
