Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
1.1238734190834652,20.610881082540313,0.5771134731695468,13.36826883843242,9.684321702762107,2185.4671185019056,deviceG_LIV2,Forward
