Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device,Scan,File
1.1473452226738943,20.756445842,0.7711152529773916,18.363962448528312,4.786209399784143,4110.186342640512,deviceC,Forward,deviceC_LIV2.csv
