Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
1.219799995,-1.9458410623595675e-05,-0.6064971472391957,1.439543369717e-05,202671686.05089906,2381028.8971460448,deviceH_LIV1,Reverse
