Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
1.0999975172393923,21.11473406803446,0.7352507736454956,17.07704847079906,6.885308923387663,6698.655564995142,deviceK_LIV1,Reverse
