Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
1.1699179050646937,20.25953589118731,0.7557075055016798,17.91177460049299,8.205573160392897,8596.770368299742,deviceE_LIV1,Reverse
