Voc_V,Jsc_mAcm-2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Vmp_V,Jmp_mAcm-2,Pmax_mWcm-2,Device_ID
1.1516287829266894,20.73757782,0.7604300938808735,18.160585042737193,5.488168757597696,7251.29656876927,0.959999979,18.9172765,18.160585042737193,device5
