Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
0.6840691879356173,0.008917635870184177,0.5417201433492318,0.003304644517078748,15719.276196803752,347443.68641482055,deviceJ_LIV1,Reverse
