Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
1.1130551394149402,20.178596289077195,0.6401612832652267,14.377952200116573,8.30434426885373,4474.454511753776,deviceA_LIV1,Reverse
