Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
1.1443829090044504,20.051937478783174,0.7467038337228303,17.1346834681668,6.118375868727226,3341.636254933958,deviceB_LIV2,Forward
