Voc_V,Jsc_mAcm-2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Vmp_V,Jmp_mAcm-2,Pmax_mWcm-2,Device_ID
1.159399986,20.15420776090766,0.76078194517441,17.77703057610764,5.103654617301842,117.76649082120963,0.947899997,18.7541203,17.77703057610764,device3
