Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
1.144763246670514,20.071712157748866,0.7481843262117662,17.191299394629418,6.110401227357944,3240.772842783027,deviceD_LIV2,Forward
