Voc_V,Jsc_mAcm2,FF,PCE_percent,Rs_ohm_cm2,Rsh_ohm_cm2,Device_ID,Scan
1.162147919489147,20.177981080469213,0.7426070085540771,17.41398488768354,7.284038146089448,2943.6560330839616,deviceF_LIV2,Forward
