V,J
1.200000048,-32.702947619
1.170199990,-19.88790659
1.140450001,-8.747026465
1.110649943,-1.580391801
1.080850005,5.46943403
1.051049948,10.257163193
1.021299958,13.474749697
0.991500020,15.629413558
0.961700022,17.060003671
0.931900024,17.99973616
0.902149975,18.607201846
0.872349977,18.996246176
0.842549980,19.245413512
0.812749982,19.407823166
0.782999992,19.517723855
0.753199995,19.597414383
0.723399997,19.658185494
0.693599999,19.707766086
0.663850009,19.74900615
0.634050012,19.783540125
0.604250014,19.813590954
0.574450016,19.837011507
0.544700027,19.859655958
0.514900029,19.876983337
0.485100001,19.892267667
0.455300003,19.898586989
0.425550014,19.901965089
0.395749986,19.9194775
0.365949988,19.918324911
0.336149991,19.92603839
0.306400001,19.93086076
0.276600003,19.937306005
0.246800005,19.942262008
0.216999993,19.946964879
0.187250003,19.951110087
0.157450005,19.955401778
0.127649993,19.95976414
0.097850002,19.965563062
0.068099998,19.969898441
0.038300000,19.975577863
0.008500000,19.981638913
-0.021299999,19.98753292
-0.051050000,19.994935444
-0.080849998,20.001951202
-0.110650003,20.009298474
-0.140450001,20.017723808
-0.170200005,20.025342201
-0.200000003,20.032983724
Jsc:,19.981639
Eff:,16.786487
Voc:,1.11065
FF:,0.7564
V_MPP:,0.90215
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
