V,J
1.200000048,-52.695968507
1.170199990,-30.991770882
1.140450001,-19.769146257
1.110649943,-9.991222284
1.080850005,-4.361801029
1.051049948,-1.542942945
1.021299958,1.47638287
0.991500020,3.228697036
0.961700022,4.385911272
0.931900024,5.146543414
0.902149975,5.657872659
0.872349977,6.031081421
0.842549980,6.28875954
0.812749982,6.474033368
0.782999992,6.632049178
0.753199995,6.75020302
0.723399997,6.838228294
0.693599999,6.915418977
0.663850009,6.995309955
0.634050012,7.044045058
0.604250014,7.110126815
0.574450016,7.150790584
0.544700027,7.20022662
0.514900029,7.237120383
0.485100001,7.274792818
0.455300003,7.315248428
0.425550014,7.347605077
0.395749986,7.390781541
0.365949988,7.417279519
0.336149991,7.448843362
0.306400001,7.475257818
0.276600003,7.511487911
0.246800005,7.53544621
0.216999993,7.554655381
0.187250003,7.581186767
0.157450005,7.603405903
0.127649993,7.628597099
0.097850002,7.653730473
0.068099998,7.678570882
0.038300000,7.704157196
0.008500000,7.727395288
-0.021299999,7.759472463
-0.051050000,7.786583356
-0.080849998,7.814936783
-0.110650003,7.841975077
-0.140450001,7.868814847
-0.170200005,7.905797271
-0.200000003,7.935213341
Jsc:,7.727395
Eff:,5.298594
Voc:,1.0213
FF:,0.671389
V_MPP:,0.84255
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
