V,J
-0.200000003,7.532545464
-0.170200005,7.514636008
-0.140450001,7.505765443
-0.110650003,7.496237632
-0.080849998,7.488634016
-0.051050000,7.477098491
-0.021299999,7.466411667
0.008500000,7.459926589
0.038300000,7.450666688
0.068099998,7.440405178
0.097850002,7.427477424
0.127649993,7.418525265
0.157450005,7.411478027
0.187250003,7.400179573
0.216999993,7.391715048
0.246800005,7.383309631
0.276600003,7.370485314
0.306400001,7.359658432
0.336149991,7.350890662
0.365949988,7.340923403
0.395749986,7.328747979
0.425550014,7.312944535
0.455300003,7.300403547
0.485100001,7.285897889
0.514900029,7.262154817
0.544700027,7.239067706
0.574450016,7.206001129
0.604250014,7.164476452
0.634050012,7.112870799
0.663850009,7.047083935
0.693599999,6.961721051
0.723399997,6.861012803
0.753199995,6.732116243
0.782999992,6.575740655
0.812749982,6.377083562
0.842549980,6.141494158
0.872349977,5.850176379
0.902149975,5.456806951
0.931900024,4.926772873
0.961700022,4.142671993
0.991500020,2.898955456
1.021299958,1.53672433
1.051049948,-1.842142047
1.080850005,-6.348635692
1.110649943,-12.732433694
1.140450001,-20.93054971
1.170199990,-30.914538439
1.200000048,-42.760504151
Jsc:,7.459927
Eff:,5.182975
Voc:,1.0213
FF:,0.680285
V_MPP:,0.81275
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
