V,J
1.200000048,-34.451950341
1.170199990,-19.889055324
1.140450001,-7.53138902
1.110649943,-0.987869936
1.080850005,5.672284516
1.051049948,9.840488214
1.021299958,12.598266963
0.991500020,14.455986947
0.961700022,15.687105959
0.931900024,16.484468678
0.902149975,16.989870507
0.872349977,17.316320399
0.842549980,17.53239289
0.812749982,17.687405159
0.782999992,17.802389061
0.753199995,17.896641784
0.723399997,17.97043188
0.693599999,18.02526401
0.663850009,18.076065292
0.634050012,18.114675089
0.604250014,18.143537352
0.574450016,18.171160934
0.544700027,18.19133188
0.514900029,18.204311032
0.485100001,18.220663145
0.455300003,18.230720349
0.425550014,18.242034222
0.395749986,18.247592861
0.365949988,18.25500695
0.336149991,18.259947534
0.306400001,18.264244364
0.276600003,18.268817456
0.246800005,18.273390548
0.216999993,18.277506202
0.187250003,18.281502357
0.157450005,18.28615897
0.127649993,18.289456119
0.097850002,18.292659468
0.068099998,18.296911326
0.038300000,18.300735299
0.008500000,18.305772253
-0.021299999,18.309037279
-0.051050000,18.31200163
-0.080849998,18.314720557
-0.110650003,18.322283698
-0.140450001,18.326320971
-0.170200005,18.331503123
-0.200000003,18.336301079
Jsc:,18.305772
Eff:,15.361877
Voc:,1.11065
FF:,0.755578
V_MPP:,0.9319
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
