V,J
-0.200000003,20.333493301
-0.170200005,20.321468858
-0.140450001,20.311917918
-0.110650003,20.304544948
-0.080849998,20.297097451
-0.051050000,20.289628111
-0.021299999,20.283204709
0.008500000,20.277773279
0.038300000,20.269407052
0.068099998,20.260483162
0.097850002,20.252930301
0.127649993,20.245144865
0.157450005,20.237536751
0.187250003,20.227231554
0.216999993,20.219087621
0.246800005,20.20805001
0.276600003,20.199045169
0.306400001,20.188274824
0.336149991,20.177011064
0.365949988,20.164489349
0.395749986,20.14910608
0.425550014,20.134836851
0.455300003,20.11393606
0.485100001,20.090016952
0.514900029,20.057824132
0.544700027,20.02024357
0.574450016,19.968429757
0.604250014,19.89958924
0.634050012,19.811175272
0.663850009,19.693626636
0.693599999,19.542696612
0.723399997,19.346259249
0.753199995,19.096295251
0.782999992,18.781333983
0.812749982,18.389006639
0.842549980,17.894935387
0.872349977,17.265102797
0.902149975,16.444657465
0.931900024,15.346664384
0.961700022,13.818237859
0.991500020,11.647769268
1.021299958,8.537531568
1.051049948,4.183835603
1.080850005,0.396585988
1.110649943,-8.092760792
1.140450001,-18.286675515
1.170199990,-29.98638452
1.200000048,-44.526748162
Jsc:,20.277773
Eff:,15.077377
Voc:,1.08085
FF:,0.687923
V_MPP:,0.84255
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
