V,J
-0.200000003,15.708164797
-0.170200005,15.680282942
-0.140450001,15.664592572
-0.110650003,15.649191314
-0.080849998,15.636011711
-0.051050000,15.621673096
-0.021299999,15.60764415
0.008500000,15.593177041
0.038300000,15.578405401
0.068099998,15.563309957
0.097850002,15.548416249
0.127649993,15.532402075
0.157450005,15.517316911
0.187250003,15.501393967
0.216999993,15.485079118
0.246800005,15.468074258
0.276600003,15.452831046
0.306400001,15.434744268
0.336149991,15.416218042
0.365949988,15.396499394
0.395749986,15.375693688
0.425550014,15.353781652
0.455300003,15.328780627
0.485100001,15.301732696
0.514900029,15.269083723
0.544700027,15.229600169
0.574450016,15.181240268
0.604250014,15.120539829
0.634050012,15.046619954
0.663850009,14.955895669
0.693599999,14.844617527
0.723399997,14.707057276
0.753199995,14.541594612
0.782999992,14.338647756
0.812749982,14.091562017
0.842549980,13.782415091
0.872349977,13.386671098
0.902149975,12.851999682
0.931900024,12.093891799
0.961700022,10.952975387
0.991500020,9.182669689
1.021299958,6.469812349
1.051049948,2.505538003
1.080850005,-2.977993557
1.110649943,-10.168426706
1.140450001,-19.14069369
1.170199990,-29.760335776
1.200000048,-42.212267651
Jsc:,15.593177
Eff:,11.677862
Voc:,1.05105
FF:,0.712534
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
