V,J
-0.200000003,20.02024357
-0.170200005,20.002781272
-0.140450001,19.99112689
-0.110650003,19.981065831
-0.080849998,19.971250195
-0.051050000,19.961876577
-0.021299999,19.952461841
0.008500000,19.942955875
0.038300000,19.933025879
0.068099998,19.922333915
0.097850002,19.913140189
0.127649993,19.903318128
0.157450005,19.891779391
0.187250003,19.880435964
0.216999993,19.868435934
0.246800005,19.855605835
0.276600003,19.843244738
0.306400001,19.83019106
0.336149991,19.816800728
0.365949988,19.803035194
0.395749986,19.784926573
0.425550014,19.768722228
0.455300003,19.746354039
0.485100001,19.721594582
0.514900029,19.692468907
0.544700027,19.654896055
0.574450016,19.610541303
0.604250014,19.550377968
0.634050012,19.477036315
0.663850009,19.386102585
0.693599999,19.271535003
0.723399997,19.127789065
0.753199995,18.951825892
0.782999992,18.733452078
0.812749982,18.463174506
0.842549980,18.126019801
0.872349977,17.687782931
0.902149975,17.098817773
0.931900024,16.251987537
0.961700022,15.000683445
0.991500020,13.098717928
1.021299958,10.245711832
1.051049948,6.169686325
1.080850005,1.715748062
1.110649943,-5.775296014
1.140450001,-14.796389974
1.170199990,-25.235475236
1.200000048,-37.424072056
Jsc:,19.942956
Eff:,15.429937
Voc:,1.08085
FF:,0.715829
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
