V,J
-0.200000003,18.292563098
-0.170200005,18.278435212
-0.140450001,18.270837377
-0.110650003,18.265172089
-0.080849998,18.257810683
-0.051050000,18.250728108
-0.021299999,18.244087552
0.008500000,18.237716833
0.038300000,18.228794228
0.068099998,18.220584764
0.097850002,18.214657348
0.127649993,18.206111229
0.157450005,18.198320654
0.187250003,18.189854202
0.216999993,18.181027968
0.246800005,18.170153543
0.276600003,18.160440702
0.306400001,18.150706017
0.336149991,18.139569465
0.365949988,18.126113601
0.395749986,18.108919855
0.425550014,18.094761131
0.455300003,18.075791601
0.485100001,18.053106032
0.514900029,18.023797897
0.544700027,17.988686984
0.574450016,17.942232645
0.604250014,17.880555653
0.634050012,17.798696151
0.663850009,17.693598557
0.693599999,17.554962814
0.723399997,17.376867931
0.753199995,17.150775499
0.782999992,16.863117864
0.812749982,16.505183152
0.842549980,16.051951064
0.872349977,15.478749517
0.902149975,14.733314971
0.931900024,13.741304806
0.961700022,12.365594366
0.991500020,10.40996537
1.021299958,7.594355447
1.051049948,3.609928304
1.080850005,1.303225679
1.110649943,-7.018301339
1.140450001,-16.939030676
1.170199990,-28.390309899
1.200000048,-42.670674182
Jsc:,18.237717
Eff:,13.524571
Voc:,1.08085
FF:,0.6861
V_MPP:,0.84255
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
