V,J
-0.200000003,17.827283437
-0.170200005,17.804360155
-0.140450001,17.789364936
-0.110650003,17.77545035
-0.080849998,17.763930887
-0.051050000,17.749115559
-0.021299999,17.736534738
0.008500000,17.724275151
0.038300000,17.711006888
0.068099998,17.698008462
0.097850002,17.685905638
0.127649993,17.671455232
0.157450005,17.657552211
0.187250003,17.641090878
0.216999993,17.628060329
0.246800005,17.611496202
0.276600003,17.595158224
0.306400001,17.578528565
0.336149991,17.560079435
0.365949988,17.540644758
0.395749986,17.521081587
0.425550014,17.498078639
0.455300003,17.473455385
0.485100001,17.44248711
0.514900029,17.407861904
0.544700027,17.365384446
0.574450016,17.314071759
0.604250014,17.249511368
0.634050012,17.170733145
0.663850009,17.076878753
0.693599999,16.95976314
0.723399997,16.818074386
0.753199995,16.648190252
0.782999992,16.438174956
0.812749982,16.180452506
0.842549980,15.85941991
0.872349977,15.443561508
0.902149975,14.876581628
0.931900024,14.080726141
0.961700022,12.885184473
0.991500020,11.081744096
1.021299958,8.415478584
1.051049948,4.637665187
1.080850005,0.380535073
1.110649943,-6.514711914
1.140450001,-14.862668326
1.170199990,-24.638184969
1.200000048,-36.089155807
Jsc:,17.724275
Eff:,13.472191
Voc:,1.08085
FF:,0.703241
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
