V,J
-0.200000003,5.259327824
-0.170200005,5.248296316
-0.140450001,5.245282496
-0.110650003,5.238918844
-0.080849998,5.236989831
-0.051050000,5.234079127
-0.021299999,5.226645765
0.008500000,5.223484498
0.038300000,5.217250624
0.068099998,5.214472911
0.097850002,5.211875089
0.127649993,5.204970157
0.157450005,5.199858676
0.187250003,5.192024413
0.216999993,5.182995801
0.246800005,5.175115602
0.276600003,5.170525484
0.306400001,5.16213388
0.336149991,5.155353908
0.365949988,5.132318194
0.395749986,5.13474255
0.425550014,5.124552997
0.455300003,5.114647094
0.485100001,5.101987249
0.514900029,5.088091936
0.544700027,5.072700636
0.574450016,5.05397685
0.604250014,5.028627928
0.634050012,5.008743202
0.663850009,4.973800937
0.693599999,4.930369413
0.723399997,4.877570053
0.753199995,4.807457127
0.782999992,4.724676646
0.812749982,4.610422589
0.842549980,4.465596981
0.872349977,4.282914871
0.902149975,4.052373344
0.931900024,3.747840627
0.961700022,3.350384777
0.991500020,2.797323338
1.021299958,2.188862468
1.051049948,0.849443477
1.080850005,-1.184446956
1.110649943,-4.279479592
1.140450001,-9.087598461
1.170199990,-15.801484655
1.200000048,-24.528787975
Jsc:,5.223484
Eff:,3.762489
Voc:,1.05105
FF:,0.685317
V_MPP:,0.84255
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
