V,J
-0.200000003,19.879790926
-0.170200005,19.857995819
-0.140450001,19.84596495
-0.110650003,19.833294183
-0.080849998,19.82312262
-0.051050000,19.810185871
-0.021299999,19.799784303
0.008500000,19.787901202
0.038300000,19.775197027
0.068099998,19.763425716
0.097850002,19.751993629
0.127649993,19.740407349
0.157450005,19.727095398
0.187250003,19.714395078
0.216999993,19.701225755
0.246800005,19.686682834
0.276600003,19.672351928
0.306400001,19.656408426
0.336149991,19.641986289
0.365949988,19.623593697
0.395749986,19.605673961
0.425550014,19.585546702
0.455300003,19.56303974
0.485100001,19.536674111
0.514900029,19.501788063
0.544700027,19.46053258
0.574450016,19.408946201
0.604250014,19.347608433
0.634050012,19.273058939
0.663850009,19.174292231
0.693599999,19.059898116
0.723399997,18.9139408
0.753199995,18.737344154
0.782999992,18.517175282
0.812749982,18.251352588
0.842549980,17.912756183
0.872349977,17.476748679
0.902149975,16.883684571
0.931900024,16.026974452
0.961700022,14.735014943
0.991500020,12.762740226
1.021299958,9.810177827
1.051049948,5.598152627
1.080850005,1.410602913
1.110649943,-6.461931186
1.140450001,-15.829925458
1.170199990,-26.638441766
1.200000048,-39.22448769
Jsc:,19.787901
Eff:,15.245841
Voc:,1.08085
FF:,0.71283
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
