V,J
-0.200000003,20.378300351
-0.170200005,20.275375586
-0.140450001,20.181751197
-0.110650003,20.091899385
-0.080849998,20.00352268
-0.051050000,19.930495837
-0.021299999,19.862846457
0.008500000,19.801511259
0.038300000,19.739624822
0.068099998,19.678829297
0.097850002,19.620786109
0.127649993,19.556640752
0.157450005,19.492225559
0.187250003,19.433587444
0.216999993,19.376227842
0.246800005,19.319555681
0.276600003,19.251947419
0.306400001,19.19779245
0.336149991,19.115474225
0.365949988,19.039163082
0.395749986,18.950620621
0.425550014,18.868315245
0.455300003,18.790440334
0.485100001,18.697189862
0.514900029,18.571186338
0.544700027,18.436461944
0.574450016,18.302469965
0.604250014,18.145757723
0.634050012,17.898734947
0.663850009,17.647782832
0.693599999,17.342363509
0.723399997,16.974866294
0.753199995,16.560968707
0.782999992,16.122992679
0.812749982,15.542415592
0.842549980,14.841768821
0.872349977,14.000741362
0.902149975,12.947521923
0.931900024,11.511652003
0.961700022,9.585140971
0.991500020,6.811052512
1.021299958,2.855921941
1.051049948,-2.729956322
1.080850005,-10.384769676
1.110649943,-20.72982194
1.140450001,-33.994222257
1.170199990,-52.342487388
1.200000048,-75.563114079
Jsc:,19.801511
Eff:,12.632098
Voc:,1.05105
FF:,0.606951
V_MPP:,0.81275
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
