V,J
1.200000048,-38.556631235
1.170199990,-25.95830645
1.140450001,-16.73660165
1.110649943,-8.981438224
1.080850005,-3.69040168
1.051049948,-0.696082513
1.021299958,1.7435525
0.991500020,3.097931213
0.961700022,3.897894323
0.931900024,4.387293543
0.902149975,4.692386492
0.872349977,4.880938838
0.842549980,4.99726839
0.812749982,5.070159351
0.782999992,5.128402026
0.753199995,5.17037868
0.723399997,5.206352749
0.693599999,5.227384604
0.663850009,5.249508333
0.634050012,5.266945897
0.604250014,5.278227325
0.574450016,5.298311859
0.544700027,5.306520039
0.514900029,5.317180521
0.485100001,5.324910383
0.455300003,5.328120478
0.425550014,5.337176395
0.395749986,5.338016423
0.365949988,5.338425033
0.336149991,5.343758486
0.306400001,5.34645814
0.276600003,5.350522718
0.246800005,5.349308131
0.216999993,5.353208879
0.187250003,5.356161023
0.157450005,5.361689465
0.127649993,5.363185454
0.097850002,5.367075923
0.068099998,5.368589579
0.038300000,5.37343572
0.008500000,5.37640264
-0.021299999,5.379526965
-0.051050000,5.383847567
-0.080849998,5.388070514
-0.110650003,5.391511576
-0.140450001,5.39716273
-0.170200005,5.403392106
-0.200000003,5.406970657
Jsc:,5.376403
Eff:,4.257887
Voc:,1.05105
FF:,0.753493
V_MPP:,0.87235
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
