V,J
1.200000048,-29.780632646
1.170199990,-17.117196231
1.140450001,-6.139557115
1.110649943,2.255852515
1.080850005,8.393119389
1.051049948,12.704342394
1.021299958,15.67304746
0.991500020,17.724066991
0.961700022,19.1201
0.931900024,20.079173366
0.902149975,20.719688924
0.872349977,21.140860542
0.842549980,21.420925481
0.812749982,21.589308809
0.782999992,21.708445628
0.753199995,21.803985858
0.723399997,21.860296951
0.693599999,21.913259498
0.663850009,21.955369464
0.634050012,21.992627507
0.604250014,22.023458293
0.574450016,22.048676473
0.544700027,22.069155804
0.514900029,22.086440781
0.485100001,22.100968282
0.455300003,22.111962206
0.425550014,22.119808033
0.395749986,22.127597323
0.365949988,22.135157895
0.336149991,22.138455044
0.306400001,22.143671889
0.276600003,22.14755754
0.246800005,22.151959735
0.216999993,22.153807475
0.187250003,22.156940152
0.157450005,22.159867239
0.127649993,22.163007626
0.097850002,22.166862438
0.068099998,22.168633082
0.038300000,22.171680953
0.008500000,22.174312505
-0.021299999,22.176684499
-0.051050000,22.179909692
-0.080849998,22.183779923
-0.110650003,22.185969456
-0.140450001,22.189744602
-0.170200005,22.192548335
-0.200000003,22.195902022
Jsc:,22.174313
Eff:,18.711782
Voc:,1.11065
FF:,0.75978
V_MPP:,0.9319
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
