V,J
-0.200000003,10.194220538
-0.170200005,10.147015153
-0.140450001,10.207589668
-0.110650003,10.141298467
-0.080849998,10.082924406
-0.051050000,9.987839687
-0.021299999,9.95132498
0.008500000,9.925251675
0.038300000,9.90105502
0.068099998,9.877519465
0.097850002,9.852312207
0.127649993,9.827997338
0.157450005,9.806127705
0.187250003,9.778447585
0.216999993,9.755904644
0.246800005,9.735609059
0.276600003,9.706831603
0.306400001,9.676338113
0.336149991,9.647368558
0.365949988,9.621326733
0.395749986,9.587085724
0.425550014,9.551130607
0.455300003,9.513441468
0.485100001,9.471271752
0.514900029,9.416088192
0.544700027,9.351944763
0.574450016,9.247727993
0.604250014,9.152239161
0.634050012,9.050908361
0.663850009,8.922744214
0.693599999,8.742688517
0.723399997,8.530703411
0.753199995,8.276289033
0.782999992,7.960372414
0.812749982,7.591346766
0.842549980,7.156633837
0.872349977,6.600000272
0.902149975,5.870198915
0.931900024,4.919889464
0.961700022,3.59655564
0.991500020,3.154386219
1.021299958,1.040991815
1.051049948,-3.468436467
1.080850005,-9.615401887
1.110649943,-17.924109889
1.140450001,-28.945048181
1.170199990,-44.507124599
1.200000048,-64.944499943
Jsc:,9.925252
Eff:,6.233701
Voc:,1.0213
FF:,0.614966
V_MPP:,0.7532
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
