V,J
1.200000048,-36.338413089
1.170199990,-21.392153165
1.140450001,-8.446341494
1.110649943,-1.494357055
1.080850005,5.799957816
1.051049948,10.480415271
1.021299958,13.637033427
0.991500020,15.796191999
0.961700022,17.23481554
0.931900024,18.172555091
0.902149975,18.767694373
0.872349977,19.151295708
0.842549980,19.409457606
0.812749982,19.591388027
0.782999992,19.728925149
0.753199995,19.834491745
0.723399997,19.918482958
0.693599999,19.987026655
0.663850009,20.041388499
0.634050012,20.087637248
0.604250014,20.124597185
0.574450016,20.154897292
0.544700027,20.179976699
0.514900029,20.200704023
0.485100001,20.215599016
0.455300003,20.22945835
0.425550014,20.237101158
0.395749986,20.246202369
0.365949988,20.25396339
0.336149991,20.261257979
0.306400001,20.267218804
0.276600003,20.270811488
0.246800005,20.276154258
0.216999993,20.282748556
0.187250003,20.286232021
0.157450005,20.290064989
0.127649993,20.295838213
0.097850002,20.299425758
0.068099998,20.303397499
0.038300000,20.307340972
0.008500000,20.309969953
-0.021299999,20.315599264
-0.051050000,20.321052538
-0.080849998,20.325294116
-0.110650003,20.329827375
-0.140450001,20.335195843
-0.170200005,20.340784036
-0.200000003,20.344952372
Jsc:,20.30997
Eff:,16.935005
Voc:,1.11065
FF:,0.750756
V_MPP:,0.9319
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
