V,J
-0.200000003,8.862487721
-0.170200005,8.596553237
-0.140450001,8.358591839
-0.110650003,8.112765339
-0.080849998,7.871659699
-0.051050000,7.641992571
-0.021299999,7.417869947
0.008500000,7.201112585
0.038300000,6.983146739
0.068099998,6.774421519
0.097850002,6.564170437
0.127649993,6.357903945
0.157450005,6.150346734
0.187250003,-6.0778e-05
0.216999993,-0.000532718
0.246800005,-0.000153695
0.276600003,-0.000196495
0.306400001,-0.000308024
0.336149991,-0.000158592
0.365949988,-0.000219202
0.395749986,-0.00044077
0.425550014,-0.000190888
0.455300003,-0.00090948
0.485100001,2.6436e-05
0.514900029,7.37167902
0.544700027,7.092058669
0.574450016,6.998384168
0.604250014,6.939068891
0.634050012,6.895038586
0.663850009,6.850140306
0.693599999,6.808546242
0.723399997,6.762498586
0.753199995,6.704691825
0.782999992,6.630224567
0.812749982,6.551068573
0.842549980,6.442244661
0.872349977,6.31150807
0.902149975,6.155679866
0.931900024,5.961518769
0.961700022,5.689303511
0.991500020,5.327047876
1.021299958,4.767227988
1.051049948,3.850234392
1.080850005,2.265252956
1.110649943,-0.126956315
1.140450001,-4.948022203
1.170199990,-12.628182874
1.200000048,-23.391117315
Jsc:,7.201113
Eff:,5.555539
Voc:,0.4851
FF:,1.59036
V_MPP:,0.9319
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
