Voltage,Current
1.200000048,-29.97971056
1.179999948,-29.97990587
1.159999967,-29.98162511
1.139999986,-29.98072309
1.120000005,-24.79659204
1.100000024,-15.86234571
1.080000043,-8.741117681
1.059999943,-3.439132507
1.039999962,0.963177536
1.019999981,4.236453465
1,6.720870471
0.980000019,8.68157754
0.959999979,10.31087807
0.939999998,11.62973132
0.920000017,12.72368713
0.899999976,13.62041919
0.879999995,14.38607479
0.860000014,15.00208274
0.839999974,15.53899894
0.819999993,15.94468964
0.800000012,16.26445143
0.779999971,16.53289411
0.75999999,16.77897888
0.74000001,16.98909569
0.720000029,17.17804701
0.699999988,17.3246802
0.680000007,17.47054629
0.660000026,17.64440859
0.639999986,17.77837872
0.620000005,17.90112493
0.600000024,17.7843858
0.579999983,18.09677591
0.560000002,18.18885581
0.540000021,18.29696915
0.519999981,18.38690577
0.5,18.49272036
0.479999989,18.59859791
0.460000008,18.68500352
0.439999998,18.80039603
0.419999987,18.89609688
0.400000006,18.98127666
0.379999995,19.07272051
0.360000014,19.15018295
0.340000004,19.24934414
0.319999993,19.33717474
0.300000012,19.42687365
0.280000001,19.51397955
0.25999999,19.58539765
0.239999995,19.67184695
0.219999999,19.75943727
0.200000003,19.82623731
0.180000007,19.90237241
0.159999996,19.98867908
0.140000001,20.07867224
0.119999997,20.15653559
0.100000001,20.24045227
0.079999998,20.32344638
0.059999999,20.40295316
0.039999999,20.48606162
0.02,20.56964037
0,20.65408516
-0.02,20.7410947
-0.039999999,20.83004834
-0.059999999,20.92648931
-0.079999998,21.02270542
-0.100000001,21.12356657
-0.119999997,21.2169057
-0.140000001,21.34268693
-0.159999996,21.45751664
-0.180000007,21.56565568
-0.200000003,21.68107903
