Voltage,Current
1.200000048,-29.97997525
1.179999948,-29.9801166
1.159999967,-29.97884708
1.139999986,-29.97995983
1.120000005,-29.97976452
1.100000024,-29.97591999
1.080000043,-29.97884194
1.059999943,-29.978973
1.039999962,-29.97910663
1.019999981,-29.97604078
1,-29.97786282
0.980000019,-29.97784483
0.959999979,-29.9776341
0.939999998,-29.97732057
0.920000017,-29.97683487
0.899999976,-29.97445516
0.879999995,-29.97622067
0.860000014,-29.97631061
0.839999974,-29.97515931
0.819999993,-29.97655218
0.800000012,-29.97495886
0.779999971,-29.97506679
0.75999999,-29.97438834
0.74000001,-29.97492288
0.720000029,-29.97496657
0.699999988,-29.97325503
0.680000007,-29.97382554
0.660000026,-29.9738204
0.639999986,-29.97383839
0.620000005,-29.97448857
0.600000024,-29.97305201
0.579999983,-29.97206004
0.560000002,-29.97295179
0.540000021,-29.97202149
0.519999981,-29.97181076
0.5,-29.97315223
0.479999989,-29.97261256
0.460000008,-29.97304944
0.439999998,-29.97169512
0.419999987,-29.97146383
0.400000006,-29.97175679
0.379999995,-29.97057979
0.360000014,-29.97047186
0.340000004,-29.96991676
0.319999993,-29.9713122
0.300000012,-29.96982682
0.280000001,-29.97002213
0.25999999,-29.96952357
0.239999995,-29.96860099
0.219999999,-29.96849819
0.200000003,-29.96744197
0.180000007,-29.96846992
0.159999996,-29.96711046
0.140000001,-29.96780176
0.119999997,-29.96715672
0.100000001,-29.9667918
0.079999998,-29.96636263
0.059999999,-29.96788913
0.039999999,-23.6543533
0.02,-9.430731375
0,4.791746709
-0.02,19.01981364
-0.039999999,30.00179606
-0.059999999,30.00223294
-0.079999998,30.00220467
-0.100000001,30.0022278
-0.119999997,30.00229975
-0.140000001,30.00238456
-0.159999996,30.00228176
-0.180000007,30.00232545
-0.200000003,30.00243853
