,Voc_V_Reverse,Jsc_mAcm2_Reverse,FF_Reverse,Rs_ohm_cm2_Reverse,Rsh_ohm_cm2_Reverse,Delta_PCE,Hysteresis_Index
0,0.0,0.0,0.0,0.20454545454545459,0.0,0.0,0.30454545454545456
1,0.0,0.14761904761904765,0.0,0.0,0.0,0.0,0.3714285714285714
2,0.0,0.07142857142857147,0.0,0.0,0.0,0.0,0.4666666666666666
3,0.0,0.13333333333333336,0.0,0.0,0.0,0.0,0.4
4,0.0,0.05238095238095236,0.0,0.0,0.0,0.0,0.4095238095238095
