V,J
1.200000048,-28.840909151
1.170199990,-18.76950999
1.140450001,-11.493603773
1.110649943,-6.983904852
1.080850005,-4.187751128
1.051049948,-2.483243858
1.021299958,-1.439626435
0.991500020,-0.853003476
0.961700022,-0.505849911
0.931900024,-0.299579424
0.902149975,-0.169642546
0.872349977,-0.102900722
0.842549980,-0.06103509
0.812749982,-0.036171568
0.782999992,-0.019415843
0.753199995,9.258e-06
0.723399997,1.1031e-05
0.693599999,-1.4226e-05
0.663850009,1.8679e-05
0.634050012,2.13e-05
0.604250014,2.1853e-05
0.574450016,1.2773e-05
0.544700027,-3.0509e-05
0.514900029,-2.582e-05
0.485100001,1.2999e-05
0.455300003,2.5863e-05
0.425550014,1.2522e-05
0.395749986,2.2256e-05
0.365949988,0.00335736
0.336149991,0.003384276
0.306400001,0.003458519
0.276600003,0.003556809
0.246800005,0.003661391
0.216999993,0.003759783
0.187250003,0.003848469
0.157450005,0.003968973
0.127649993,0.00408017
0.097850002,0.004184213
0.068099998,0.004298854
0.038300000,0.004417705
0.008500000,0.004538265
-0.021299999,0.004626778
-0.051050000,0.00477203
-0.080849998,0.004898533
-0.110650003,0.005025173
-0.140450001,0.005149382
-0.170200005,0.005273154
-0.200000003,0.00539865
Jsc:,0.004538
Eff:,0.001229
Voc:,0.7532
FF:,0.359434
V_MPP:,0.36595
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
