V,J
-0.200000003,0.010085168
-0.170200005,0.009477809
-0.140450001,0.009201727
-0.110650003,0.008944634
-0.080849998,0.008690506
-0.051050000,0.00844042
-0.021299999,0.008196832
0.008500000,0.007989117
0.038300000,0.007697268
0.068099998,0.007445098
0.097850002,0.007182184
0.127649993,0.006906591
0.157450005,0.006619187
0.187250003,0.006334052
0.216999993,0.006005082
0.246800005,0.005656155
0.276600003,0.005285453
0.306400001,0.004885992
0.336149991,0.004432716
0.365949988,0.003926775
0.395749986,0.003341434
0.425550014,0.002661642
0.455300003,0.001831213
0.485100001,0.000814007
0.514900029,-0.000445281
0.544700027,-0.002046486
0.574450016,-0.004124794
0.604250014,-0.006721904
0.634050012,-0.0101228
0.663850009,-0.010092288
0.693599999,-0.013316425
0.723399997,-0.01825091
0.753199995,-0.031663769
0.782999992,-0.049727792
0.812749982,-0.079748421
0.842549980,-0.130951075
0.872349977,-0.191085841
0.902149975,-0.352085557
0.931900024,-0.617062039
0.961700022,-1.086081952
0.991500020,-1.904429705
1.021299958,-3.25065019
1.051049948,-5.62120633
1.080850005,-9.326506858
1.110649943,-14.870317558
1.140450001,-22.413362245
1.170199990,-32.871711288
1.200000048,-45.841876376
Jsc:,0.007989
Eff:,0.001497
Voc:,0.5149
FF:,0.363932
V_MPP:,0.3064
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
