V,J
-0.200000003,0.003621458
-0.170200005,0.003099229
-0.140450001,0.002975798
-0.110650003,0.002873232
-0.080849998,0.002783728
-0.051050000,0.002709715
-0.021299999,0.002624353
0.008500000,0.002592035
0.038300000,0.002461051
0.068099998,0.002381293
0.097850002,0.00230165
0.127649993,0.002217559
0.157450005,0.002129194
0.187250003,0.002042259
0.216999993,0.001948835
0.246800005,0.001843847
0.276600003,0.001734958
0.306400001,0.001620646
0.336149991,0.001488743
0.365949988,0.001367477
0.395749986,0.001207846
0.425550014,0.001058506
0.455300003,0.000881207
0.485100001,0.000677781
0.514900029,0.000410172
0.544700027,8.8902e-05
0.574450016,-0.000320811
0.604250014,-0.000861292
0.634050012,-0.001624958
0.663850009,-0.002742766
0.693599999,-0.004550334
0.723399997,-0.007577371
0.753199995,-0.012983778
0.782999992,-0.021115701
0.812749982,-0.039838629
0.842549980,-0.071526839
0.872349977,-0.126891627
0.902149975,-0.222790625
0.931900024,-0.384082343
0.961700022,-0.681710569
0.991500020,-1.201767108
1.021299958,-2.120884304
1.051049948,-3.689220502
1.080850005,-6.301157258
1.110649943,-10.304048629
1.140450001,-16.016981495
1.170199990,-23.647878632
1.200000048,-33.123713196
Jsc:,0.002592
Eff:,0.0005
Voc:,0.5447
FF:,0.35445
V_MPP:,0.33615
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
