V,J
-0.200000003,0.005029744
-0.170200005,0.004529877
-0.140450001,0.004395675
-0.110650003,0.00428341
-0.080849998,0.004148141
-0.051050000,0.004029347
-0.021299999,0.003918119
0.008500000,0.003877266
0.038300000,0.003684614
0.068099998,0.003584474
0.097850002,0.003464733
0.127649993,0.003341327
0.157450005,0.003242572
0.187250003,0.003142823
0.216999993,0.003032199
0.246800005,0.002919151
0.276600003,0.002809676
0.306400001,0.002711196
0.336149991,0.002596292
0.365949988,0.002483897
0.395749986,0.002371598
0.425550014,0.002253837
0.455300003,0.002112177
0.485100001,0.001961734
0.514900029,0.001785388
0.544700027,0.001577996
0.574450016,0.001300521
0.604250014,0.000943294
0.634050012,0.000457186
0.663850009,-0.00025856
0.693599999,-0.001357141
0.723399997,-0.003111311
0.753199995,-0.006068949
0.782999992,-0.011194046
0.812749982,-0.019701606
0.842549980,-0.03564566
0.872349977,-0.062057579
0.902149975,-0.108186804
0.931900024,-0.188910683
0.961700022,-0.3313654
0.991500020,-0.585464949
1.021299958,-1.040667208
1.051049948,-1.852757235
1.080850005,-3.272328047
1.110649943,-5.761717439
1.140450001,-9.808158548
1.170199990,-15.948347852
1.200000048,-24.431523359
Jsc:,0.003877
Eff:,0.000962
Voc:,0.66385
FF:,0.373622
V_MPP:,0.4553
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
