V,J
-0.200000003,0.004406899
-0.170200005,0.003831393
-0.140450001,0.003665308
-0.110650003,0.003513326
-0.080849998,0.003370655
-0.051050000,0.003234176
-0.021299999,0.003112343
0.008500000,0.003063294
0.038300000,0.002876999
0.068099998,0.002760059
0.097850002,0.002655981
0.127649993,0.00255283
0.157450005,0.00244835
0.187250003,0.002342091
0.216999993,0.002250064
0.246800005,0.002153157
0.276600003,0.002057534
0.306400001,0.001954561
0.336149991,0.001864397
0.365949988,0.001763922
0.395749986,0.001662437
0.425550014,0.001561287
0.455300003,0.001435687
0.485100001,0.001304494
0.514900029,0.001148968
0.544700027,0.000954058
0.574450016,0.000707815
0.604250014,0.000379348
0.634050012,-6.5137e-05
0.663850009,-0.000734206
0.693599999,-0.001785765
0.723399997,-0.003545803
0.753199995,-0.006629655
0.782999992,-0.012183872
0.812749982,-0.02214586
0.842549980,-0.038882389
0.872349977,-0.068010312
0.902149975,-0.117787826
0.931900024,-0.203334245
0.961700022,-0.351989427
0.991500020,-0.614273163
1.021299958,-1.080785762
1.051049948,-1.913588738
1.080850005,-3.385772593
1.110649943,-6.02621986
1.140450001,-10.515542888
1.170199990,-17.756348472
1.200000048,-28.521638203
Jsc:,0.003063
Eff:,0.000664
Voc:,0.63405
FF:,0.342075
V_MPP:,0.42555
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
