V,J
1.200000048,-33.023842728
1.170199990,-22.37327477
1.140450001,-14.653084769
1.110649943,-8.81833342
1.080850005,-5.098220134
1.051049948,-2.887730564
1.021299958,-1.752455028
0.991500020,-0.958986231
0.961700022,-0.536180615
0.931900024,-0.301822181
0.902149975,-0.181233463
0.872349977,-0.098588473
0.842549980,-0.055020113
0.812749982,-0.030735749
0.782999992,-0.018972273
0.753199995,-0.009554366
0.723399997,-0.004870576
0.693599999,-0.002189754
0.663850009,-0.000559659
0.634050012,0.000441542
0.604250014,0.00110919
0.574450016,0.001565208
0.544700027,0.001922638
0.514900029,0.002191709
0.485100001,0.002412567
0.455300003,0.002586768
0.425550014,0.002725276
0.395749986,0.002830796
0.365949988,0.002898023
0.336149991,0.002953116
0.306400001,0.002985751
0.276600003,0.003009208
0.246800005,0.003024037
0.216999993,0.003059569
0.187250003,0.003083265
0.157450005,0.003105833
0.127649993,0.003104404
0.097850002,0.003102487
0.068099998,0.002994693
0.038300000,0.00294063
0.008500000,0.00313519
-0.021299999,0.003290998
-0.051050000,0.003430864
-0.080849998,0.003509943
-0.110650003,0.003776275
-0.140450001,0.003909709
-0.170200005,0.00399244
-0.200000003,0.00405531
Jsc:,0.003135
Eff:,0.001178
Voc:,0.63405
FF:,0.592472
V_MPP:,0.4553
,0.0
,0.0
,0.0
Cell Area:,0.0453
Voltage:,0.7
Number of suns:,1.0
